idx,code,ast,label
184,"def count_rotations(arr):
    if len(arr) < 1:
        return 0
    min_idx = 0
    max_idx = len(arr) - 1
    while min_idx < max_idx:
        mid_idx = int((min_idx + max_idx) / 2)
        if arr[min_idx] <= arr[mid_idx] <= arr[max_idx]:
            return min_idx
        elif arr[mid_idx] > arr[max_idx]:
            min_idx = mid_idx + 1
        else:
            max_idx = mid_idx - 1
    return 0",module::left function_definition::left def count_rotations parameters::left ( arr ) parameters::right : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( arr ) argument_list::right call::right < 1 comparison_operator::right : block::left return_statement::left return 0 return_statement::right block::right if_statement::right expression_statement::left assignment::left min_idx = 0 assignment::right expression_statement::right expression_statement::left assignment::left max_idx = binary_operator::left call::left len argument_list::left ( arr ) argument_list::right call::right - 1 binary_operator::right assignment::right expression_statement::right while_statement::left while comparison_operator::left min_idx < max_idx comparison_operator::right : block::left expression_statement::left assignment::left mid_idx = call::left int argument_list::left ( binary_operator::left parenthesized_expression::left ( binary_operator::left min_idx + max_idx binary_operator::right ) parenthesized_expression::right / 2 binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left subscript::left arr [ min_idx ] subscript::right <= subscript::left arr [ mid_idx ] subscript::right <= subscript::left arr [ max_idx ] subscript::right comparison_operator::right : block::left return_statement::left return min_idx return_statement::right block::right elif_clause::left elif comparison_operator::left subscript::left arr [ mid_idx ] subscript::right > subscript::left arr [ max_idx ] subscript::right comparison_operator::right : block::left expression_statement::left assignment::left min_idx = binary_operator::left mid_idx + 1 binary_operator::right assignment::right expression_statement::right block::right elif_clause::right else_clause::left else : block::left expression_statement::left assignment::left max_idx = binary_operator::left mid_idx - 1 binary_operator::right assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right while_statement::right return_statement::left return 0 return_statement::right block::right function_definition::right module::right,lm
185,"import heapq

def smallest_integers(lst, k):
  if k > len(lst):
    return ""Invalid input""

  return heapq.nsmallest(k, lst)","module::left import_statement::left import dotted_name::left heapq dotted_name::right import_statement::right function_definition::left def smallest_integers parameters::left ( lst , k ) parameters::right : block::left if_statement::left if comparison_operator::left k > call::left len argument_list::left ( lst ) argument_list::right call::right comparison_operator::right : block::left return_statement::left return string::left "" Invalid input "" string::right return_statement::right block::right if_statement::right return_statement::left return call::left attribute::left heapq . nsmallest attribute::right argument_list::left ( k , lst ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
186,"def count_list(input_list): 
    return (len(input_list))**2",module::left function_definition::left def count_list parameters::left ( input_list ) parameters::right : block::left return_statement::left return binary_operator::left parenthesized_expression::left ( call::left len argument_list::left ( input_list ) argument_list::right call::right ) parenthesized_expression::right ** 2 binary_operator::right return_statement::right block::right function_definition::right module::right,human
187,"import math
def area_pentagon(a):
  area=(math.sqrt(5*(5+2*math.sqrt(5)))*pow(a,2))/4.0
  return area","module::left import_statement::left import dotted_name::left math dotted_name::right import_statement::right function_definition::left def area_pentagon parameters::left ( a ) parameters::right : block::left expression_statement::left assignment::left area = binary_operator::left parenthesized_expression::left ( binary_operator::left call::left attribute::left math . sqrt attribute::right argument_list::left ( binary_operator::left 5 * parenthesized_expression::left ( binary_operator::left 5 + binary_operator::left 2 * call::left attribute::left math . sqrt attribute::right argument_list::left ( 5 ) argument_list::right call::right binary_operator::right binary_operator::right ) parenthesized_expression::right binary_operator::right ) argument_list::right call::right * call::left pow argument_list::left ( a , 2 ) argument_list::right call::right binary_operator::right ) parenthesized_expression::right / 4.0 binary_operator::right assignment::right expression_statement::right return_statement::left return area return_statement::right block::right function_definition::right module::right",human
188,"def count_Unset_Bits(n) :  
    cnt = 0;  
    for i in range(1,n + 1) : 
        temp = i;  
        while (temp) :  
            if (temp % 2 == 0) : 
                cnt += 1;  
            temp = temp // 2;  
    return cnt;  ","module::left function_definition::left def count_Unset_Bits parameters::left ( n ) parameters::right : block::left expression_statement::left assignment::left cnt = 0 assignment::right expression_statement::right ; for_statement::left for i in call::left range argument_list::left ( 1 , binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left temp = i assignment::right expression_statement::right ; while_statement::left while parenthesized_expression::left ( temp ) parenthesized_expression::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left binary_operator::left temp % 2 binary_operator::right == 0 comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left augmented_assignment::left cnt += 1 augmented_assignment::right expression_statement::right ; block::right if_statement::right expression_statement::left assignment::left temp = binary_operator::left temp // 2 binary_operator::right assignment::right expression_statement::right ; block::right while_statement::right block::right for_statement::right return_statement::left return cnt return_statement::right ; block::right function_definition::right module::right",human
189,"3
def trim_tuples(test_list, k):
  res = [[sub[0] for sub in ele] for ele in test_list]
  for idx in range(0, len(res)):
    for inner_idx in range(0, len(res[idx]) - k + 1, k):
      res[idx][inner_idx: inner_idx + k] = res[idx][inner_idx + k:]
  return res","module::left expression_statement::left 3 expression_statement::right function_definition::left def trim_tuples parameters::left ( test_list , k ) parameters::right : block::left expression_statement::left assignment::left res = list_comprehension::left [ list_comprehension::left [ subscript::left sub [ 0 ] subscript::right for_in_clause::left for sub in ele for_in_clause::right ] list_comprehension::right for_in_clause::left for ele in test_list for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right for_statement::left for idx in call::left range argument_list::left ( 0 , call::left len argument_list::left ( res ) argument_list::right call::right ) argument_list::right call::right : block::left for_statement::left for inner_idx in call::left range argument_list::left ( 0 , binary_operator::left binary_operator::left call::left len argument_list::left ( subscript::left res [ idx ] subscript::right ) argument_list::right call::right - k binary_operator::right + 1 binary_operator::right , k ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left res [ idx ] subscript::right [ slice::left inner_idx : binary_operator::left inner_idx + k binary_operator::right slice::right ] subscript::right = subscript::left subscript::left res [ idx ] subscript::right [ slice::left binary_operator::left inner_idx + k binary_operator::right : slice::right ] subscript::right assignment::right expression_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return res return_statement::right block::right function_definition::right module::right",lm
190,"def remove_tuples(test_list, K):
  res = [ele for ele in test_list if len(ele) != K]
  return (res) ","module::left function_definition::left def remove_tuples parameters::left ( test_list , K ) parameters::right : block::left expression_statement::left assignment::left res = list_comprehension::left [ ele for_in_clause::left for ele in test_list for_in_clause::right if_clause::left if comparison_operator::left call::left len argument_list::left ( ele ) argument_list::right call::right != K comparison_operator::right if_clause::right ] list_comprehension::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( res ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
191,"def count_pairs(lst, sum):
   count = 0
   for i in range(len(lst)):
      for j in range(i + 1, len(lst)):
         if lst[i] + lst[j] == sum:
            count += 1
   return count","module::left function_definition::left def count_pairs parameters::left ( lst , sum ) parameters::right : block::left expression_statement::left assignment::left count = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( call::left len argument_list::left ( lst ) argument_list::right call::right ) argument_list::right call::right : block::left for_statement::left for j in call::left range argument_list::left ( binary_operator::left i + 1 binary_operator::right , call::left len argument_list::left ( lst ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left subscript::left lst [ i ] subscript::right + subscript::left lst [ j ] subscript::right binary_operator::right == sum comparison_operator::right : block::left expression_statement::left augmented_assignment::left count += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return count return_statement::right block::right function_definition::right module::right",lm
192,"def round_num(n,m):
    a = (n //m) * m
    b = a + m
    return (b if n - a > b - n else a)","module::left function_definition::left def round_num parameters::left ( n , m ) parameters::right : block::left expression_statement::left assignment::left a = binary_operator::left parenthesized_expression::left ( binary_operator::left n // m binary_operator::right ) parenthesized_expression::right * m binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left b = binary_operator::left a + m binary_operator::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( conditional_expression::left b if comparison_operator::left binary_operator::left n - a binary_operator::right > binary_operator::left b - n binary_operator::right comparison_operator::right else a conditional_expression::right ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
193,"def Sum_of_Inverse_Divisors(N,Sum): 
    ans = float(Sum)*1.0 /float(N);  
    return round(ans,2); ","module::left function_definition::left def Sum_of_Inverse_Divisors parameters::left ( N , Sum ) parameters::right : block::left expression_statement::left assignment::left ans = binary_operator::left binary_operator::left call::left float argument_list::left ( Sum ) argument_list::right call::right * 1.0 binary_operator::right / call::left float argument_list::left ( N ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right ; return_statement::left return call::left round argument_list::left ( ans , 2 ) argument_list::right call::right return_statement::right ; block::right function_definition::right module::right",human
194,"def add_string(list,string):
 add_string=[string.format(i) for i in  list]
 return add_string","module::left function_definition::left def add_string parameters::left ( list , string ) parameters::right : block::left expression_statement::left assignment::left add_string = list_comprehension::left [ call::left attribute::left string . format attribute::right argument_list::left ( i ) argument_list::right call::right for_in_clause::left for i in list for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right return_statement::left return add_string return_statement::right block::right function_definition::right module::right",human
195,"def list_to_float(test_list):
  res = []
  for tup in test_list:
    temp = []
    for ele in tup:
      if ele.isalpha():
        temp.append(ele)
      else:
        temp.append(float(ele))
    res.append((temp[0],temp[1])) 
  return (str(res)) ","module::left function_definition::left def list_to_float parameters::left ( test_list ) parameters::right : block::left expression_statement::left assignment::left res = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for tup in test_list : block::left expression_statement::left assignment::left temp = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for ele in tup : block::left if_statement::left if call::left attribute::left ele . isalpha attribute::right argument_list::left ( ) argument_list::right call::right : block::left expression_statement::left call::left attribute::left temp . append attribute::right argument_list::left ( ele ) argument_list::right call::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left call::left attribute::left temp . append attribute::right argument_list::left ( call::left float argument_list::left ( ele ) argument_list::right call::right ) argument_list::right call::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right expression_statement::left call::left attribute::left res . append attribute::right argument_list::left ( tuple::left ( subscript::left temp [ 0 ] subscript::right , subscript::left temp [ 1 ] subscript::right ) tuple::right ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return parenthesized_expression::left ( call::left str argument_list::left ( res ) argument_list::right call::right ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
196,"def count_lower_case(string):
    count = 0
    for char in string:
        if char>='a' and char<='z':
            count+=1
    return count",module::left function_definition::left def count_lower_case parameters::left ( string ) parameters::right : block::left expression_statement::left assignment::left count = 0 assignment::right expression_statement::right for_statement::left for char in string : block::left if_statement::left if boolean_operator::left comparison_operator::left char >= string::left ' a ' string::right comparison_operator::right and comparison_operator::left char <= string::left ' z ' string::right comparison_operator::right boolean_operator::right : block::left expression_statement::left augmented_assignment::left count += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return count return_statement::right block::right function_definition::right module::right,lm
197,"def access_by_index(input_dict):
    result = []
    for key in input_dict:
        result.append(input_dict[key][0])
    return result",module::left function_definition::left def access_by_index parameters::left ( input_dict ) parameters::right : block::left expression_statement::left assignment::left result = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for key in input_dict : block::left expression_statement::left call::left attribute::left result . append attribute::right argument_list::left ( subscript::left subscript::left input_dict [ key ] subscript::right [ 0 ] subscript::right ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return result return_statement::right block::right function_definition::right module::right,lm
198,"import re
def fill_spaces(text):
  return (re.sub(""[ ,.]"", "":"", text))","module::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right function_definition::left def fill_spaces parameters::left ( text ) parameters::right : block::left return_statement::left return parenthesized_expression::left ( call::left attribute::left re . sub attribute::right argument_list::left ( string::left "" [ ,.] "" string::right , string::left "" : "" string::right , text ) argument_list::right call::right ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
199,"lambda tup: tup+(dict(input('\nEnter items in dictionary- key:value')),)","module::left expression_statement::left lambda::left lambda lambda_parameters::left tup lambda_parameters::right : binary_operator::left tup + tuple::left ( call::left dict argument_list::left ( call::left input argument_list::left ( string::left ' string_content::left \n string_content::right ' string::right ) argument_list::right call::right ) argument_list::right call::right , ) tuple::right binary_operator::right lambda::right expression_statement::right module::right",lm
200,"sorted(test_list, key = lambda i: i[1])","module::left expression_statement::left call::left sorted argument_list::left ( test_list , keyword_argument::left key = lambda::left lambda lambda_parameters::left i lambda_parameters::right : subscript::left i [ 1 ] subscript::right lambda::right keyword_argument::right ) argument_list::right call::right expression_statement::right module::right",lm
201,"def is_subset_tuple(tuple1, tuple2):
    return all(x in tuple2 for x in tuple1)","module::left function_definition::left def is_subset_tuple parameters::left ( tuple1 , tuple2 ) parameters::right : block::left return_statement::left return call::left all generator_expression::left ( comparison_operator::left x in tuple2 comparison_operator::right for_in_clause::left for x in tuple1 for_in_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right",lm
202,"def sequential_search(arr, x): 
    for i in range(len(arr)): 
        if arr[i] == x: 
            return i 
    return -1","module::left function_definition::left def sequential_search parameters::left ( arr , x ) parameters::right : block::left for_statement::left for i in call::left range argument_list::left ( call::left len argument_list::left ( arr ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left arr [ i ] subscript::right == x comparison_operator::right : block::left return_statement::left return i return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return unary_operator::left - 1 unary_operator::right return_statement::right block::right function_definition::right module::right",lm
203,"def str_to_tuple(test_str):
  res = tuple(map(int, test_str.split(', ')))
  return (res) ","module::left function_definition::left def str_to_tuple parameters::left ( test_str ) parameters::right : block::left expression_statement::left assignment::left res = call::left tuple argument_list::left ( call::left map argument_list::left ( int , call::left attribute::left test_str . split attribute::right argument_list::left ( string::left ' ,  ' string::right ) argument_list::right call::right ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( res ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
204,"def frequency_largest_value(arr):
    largest = max(arr)
    return arr.count(largest)",module::left function_definition::left def frequency_largest_value parameters::left ( arr ) parameters::right : block::left expression_statement::left assignment::left largest = call::left max argument_list::left ( arr ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return call::left attribute::left arr . count attribute::right argument_list::left ( largest ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,lm
205,"def min_difference(test_list):
  temp = [abs(b - a) for a, b in test_list]
  res = min(temp)
  return (res) ","module::left function_definition::left def min_difference parameters::left ( test_list ) parameters::right : block::left expression_statement::left assignment::left temp = list_comprehension::left [ call::left abs argument_list::left ( binary_operator::left b - a binary_operator::right ) argument_list::right call::right for_in_clause::left for pattern_list::left a , b pattern_list::right in test_list for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right expression_statement::left assignment::left res = call::left min argument_list::left ( temp ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( res ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
206,"def sum_digits_single(x) : 
    ans = 0
    while x : 
        ans += x % 10
        x //= 10  
    return ans 
def closest(x) : 
    ans = 0
    while (ans * 10 + 9 <= x) : 
        ans = ans * 10 + 9  
    return ans   
def sum_digits_twoparts(N) : 
    A = closest(N)  
    return sum_digits_single(A) + sum_digits_single(N - A) ",module::left function_definition::left def sum_digits_single parameters::left ( x ) parameters::right : block::left expression_statement::left assignment::left ans = 0 assignment::right expression_statement::right while_statement::left while x : block::left expression_statement::left augmented_assignment::left ans += binary_operator::left x % 10 binary_operator::right augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left x //= 10 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return ans return_statement::right block::right function_definition::right function_definition::left def closest parameters::left ( x ) parameters::right : block::left expression_statement::left assignment::left ans = 0 assignment::right expression_statement::right while_statement::left while parenthesized_expression::left ( comparison_operator::left binary_operator::left binary_operator::left ans * 10 binary_operator::right + 9 binary_operator::right <= x comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left assignment::left ans = binary_operator::left binary_operator::left ans * 10 binary_operator::right + 9 binary_operator::right assignment::right expression_statement::right block::right while_statement::right return_statement::left return ans return_statement::right block::right function_definition::right function_definition::left def sum_digits_twoparts parameters::left ( N ) parameters::right : block::left expression_statement::left assignment::left A = call::left closest argument_list::left ( N ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return binary_operator::left call::left sum_digits_single argument_list::left ( A ) argument_list::right call::right + call::left sum_digits_single argument_list::left ( binary_operator::left N - A binary_operator::right ) argument_list::right call::right binary_operator::right return_statement::right block::right function_definition::right module::right,human
207,"def get_total_number_of_sequences(m,n): 
	T=[[0 for i in range(n+1)] for i in range(m+1)] 
	for i in range(m+1): 
		for j in range(n+1): 
			if i==0 or j==0: 
				T[i][j]=0
			elif i<j: 
				T[i][j]=0
			elif j==1: 
				T[i][j]=i 
			else: 
				T[i][j]=T[i-1][j]+T[i//2][j-1] 
	return T[m][n]","module::left function_definition::left def get_total_number_of_sequences parameters::left ( m , n ) parameters::right : block::left expression_statement::left assignment::left T = list_comprehension::left [ list_comprehension::left [ 0 for_in_clause::left for i in call::left range argument_list::left ( binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right for_in_clause::right ] list_comprehension::right for_in_clause::left for i in call::left range argument_list::left ( binary_operator::left m + 1 binary_operator::right ) argument_list::right call::right for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( binary_operator::left m + 1 binary_operator::right ) argument_list::right call::right : block::left for_statement::left for j in call::left range argument_list::left ( binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if boolean_operator::left comparison_operator::left i == 0 comparison_operator::right or comparison_operator::left j == 0 comparison_operator::right boolean_operator::right : block::left expression_statement::left assignment::left subscript::left subscript::left T [ i ] subscript::right [ j ] subscript::right = 0 assignment::right expression_statement::right block::right elif_clause::left elif comparison_operator::left i < j comparison_operator::right : block::left expression_statement::left assignment::left subscript::left subscript::left T [ i ] subscript::right [ j ] subscript::right = 0 assignment::right expression_statement::right block::right elif_clause::right elif_clause::left elif comparison_operator::left j == 1 comparison_operator::right : block::left expression_statement::left assignment::left subscript::left subscript::left T [ i ] subscript::right [ j ] subscript::right = i assignment::right expression_statement::right block::right elif_clause::right else_clause::left else : block::left expression_statement::left assignment::left subscript::left subscript::left T [ i ] subscript::right [ j ] subscript::right = binary_operator::left subscript::left subscript::left T [ binary_operator::left i - 1 binary_operator::right ] subscript::right [ j ] subscript::right + subscript::left subscript::left T [ binary_operator::left i // 2 binary_operator::right ] subscript::right [ binary_operator::left j - 1 binary_operator::right ] subscript::right binary_operator::right assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return subscript::left subscript::left T [ m ] subscript::right [ n ] subscript::right return_statement::right block::right function_definition::right module::right",human
208,"def find_Min_Sum(a,b,n): 
    a.sort() 
    b.sort() 
    sum = 0  
    for i in range(n): 
        sum = sum + abs(a[i] - b[i]) 
    return sum","module::left function_definition::left def find_Min_Sum parameters::left ( a , b , n ) parameters::right : block::left expression_statement::left call::left attribute::left a . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right expression_statement::left call::left attribute::left b . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right expression_statement::left assignment::left sum = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( n ) argument_list::right call::right : block::left expression_statement::left assignment::left sum = binary_operator::left sum + call::left abs argument_list::left ( binary_operator::left subscript::left a [ i ] subscript::right - subscript::left b [ i ] subscript::right binary_operator::right ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right block::right for_statement::right return_statement::left return sum return_statement::right block::right function_definition::right module::right",human
209,"def shellSort(input_list):  
    gap = len(input_list) // 2  
    while gap > 0:  
        for i in range(gap, len(input_list)):  
            current_element = input_list[i]  
            j = i  
            while j >= gap and input_list[j - gap] > current_element:  
                input_list[j] = input_list[j - gap]  
                j = j - gap  
            input_list[j] = current_element  
        gap //= 2  
    return input_list","module::left function_definition::left def shellSort parameters::left ( input_list ) parameters::right : block::left expression_statement::left assignment::left gap = binary_operator::left call::left len argument_list::left ( input_list ) argument_list::right call::right // 2 binary_operator::right assignment::right expression_statement::right while_statement::left while comparison_operator::left gap > 0 comparison_operator::right : block::left for_statement::left for i in call::left range argument_list::left ( gap , call::left len argument_list::left ( input_list ) argument_list::right call::right ) argument_list::right call::right : block::left expression_statement::left assignment::left current_element = subscript::left input_list [ i ] subscript::right assignment::right expression_statement::right expression_statement::left assignment::left j = i assignment::right expression_statement::right while_statement::left while boolean_operator::left comparison_operator::left j >= gap comparison_operator::right and comparison_operator::left subscript::left input_list [ binary_operator::left j - gap binary_operator::right ] subscript::right > current_element comparison_operator::right boolean_operator::right : block::left expression_statement::left assignment::left subscript::left input_list [ j ] subscript::right = subscript::left input_list [ binary_operator::left j - gap binary_operator::right ] subscript::right assignment::right expression_statement::right expression_statement::left assignment::left j = binary_operator::left j - gap binary_operator::right assignment::right expression_statement::right block::right while_statement::right expression_statement::left assignment::left subscript::left input_list [ j ] subscript::right = current_element assignment::right expression_statement::right block::right for_statement::right expression_statement::left augmented_assignment::left gap //= 2 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return input_list return_statement::right block::right function_definition::right module::right",lm
210,"def check_triangle(a: int, b: int, c: int) -> bool:
    """"""
    Write a function to check if the triangle is valid or not.
    """"""
    if (a + b <= c) or (b + c <= a) or (a + c <= b):
        return False
    else:
        return True","module::left function_definition::left def check_triangle parameters::left ( typed_parameter::left a : type::left int type::right typed_parameter::right , typed_parameter::left b : type::left int type::right typed_parameter::right , typed_parameter::left c : type::left int type::right typed_parameter::right ) parameters::right -> type::left bool type::right : block::left expression_statement::left string::left """""" 
    Write a function to check if the triangle is valid or not.
     """""" string::right expression_statement::right if_statement::left if boolean_operator::left boolean_operator::left parenthesized_expression::left ( comparison_operator::left binary_operator::left a + b binary_operator::right <= c comparison_operator::right ) parenthesized_expression::right or parenthesized_expression::left ( comparison_operator::left binary_operator::left b + c binary_operator::right <= a comparison_operator::right ) parenthesized_expression::right boolean_operator::right or parenthesized_expression::left ( comparison_operator::left binary_operator::left a + c binary_operator::right <= b comparison_operator::right ) parenthesized_expression::right boolean_operator::right : block::left return_statement::left return False return_statement::right block::right else_clause::left else : block::left return_statement::left return True return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right",lm
211,"def count_char_in_repeated_string(string, char, repeat_count):
    return string.count(char) * repeat_count","module::left function_definition::left def count_char_in_repeated_string parameters::left ( string , char , repeat_count ) parameters::right : block::left return_statement::left return binary_operator::left call::left attribute::left string . count attribute::right argument_list::left ( char ) argument_list::right call::right * repeat_count binary_operator::right return_statement::right block::right function_definition::right module::right",lm
212,"def first_max_even_word(str):
    words = str.split()
    maxlen = 0
    for word in words:
        if len(word) > maxlen and len(word) % 2 == 0:
            maxlen = len(word)
    return maxlen",module::left function_definition::left def first_max_even_word parameters::left ( str ) parameters::right : block::left expression_statement::left assignment::left words = call::left attribute::left str . split attribute::right argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left maxlen = 0 assignment::right expression_statement::right for_statement::left for word in words : block::left if_statement::left if boolean_operator::left comparison_operator::left call::left len argument_list::left ( word ) argument_list::right call::right > maxlen comparison_operator::right and comparison_operator::left binary_operator::left call::left len argument_list::left ( word ) argument_list::right call::right % 2 binary_operator::right == 0 comparison_operator::right boolean_operator::right : block::left expression_statement::left assignment::left maxlen = call::left len argument_list::left ( word ) argument_list::right call::right assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return maxlen return_statement::right block::right function_definition::right module::right,lm
213,"import collections
def freq_count(list1):
  freq_count= collections.Counter(list1)
  return freq_count",module::left import_statement::left import dotted_name::left collections dotted_name::right import_statement::right function_definition::left def freq_count parameters::left ( list1 ) parameters::right : block::left expression_statement::left assignment::left freq_count = call::left attribute::left collections . Counter attribute::right argument_list::left ( list1 ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return freq_count return_statement::right block::right function_definition::right module::right,human
214,"def count_integers(numbers):
    return len(list(filter(lambda x: isinstance(x, int), numbers)))","module::left function_definition::left def count_integers parameters::left ( numbers ) parameters::right : block::left return_statement::left return call::left len argument_list::left ( call::left list argument_list::left ( call::left filter argument_list::left ( lambda::left lambda lambda_parameters::left x lambda_parameters::right : call::left isinstance argument_list::left ( x , int ) argument_list::right call::right lambda::right , numbers ) argument_list::right call::right ) argument_list::right call::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
215,"def product_even_odd(lst): 
	even_prod = 1
	odd_prod = 1
	for i in lst: 
		if i % 2 == 0: 
			even_prod *= i 
		else: 
			odd_prod *= i 
	return even_prod * odd_prod",module::left function_definition::left def product_even_odd parameters::left ( lst ) parameters::right : block::left expression_statement::left assignment::left even_prod = 1 assignment::right expression_statement::right expression_statement::left assignment::left odd_prod = 1 assignment::right expression_statement::right for_statement::left for i in lst : block::left if_statement::left if comparison_operator::left binary_operator::left i % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left even_prod *= i augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left odd_prod *= i augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return binary_operator::left even_prod * odd_prod binary_operator::right return_statement::right block::right function_definition::right module::right,lm
216,"def check_tuples(test_tuple, K):
  res = all(ele in K for ele in test_tuple)
  return (res) ","module::left function_definition::left def check_tuples parameters::left ( test_tuple , K ) parameters::right : block::left expression_statement::left assignment::left res = call::left all generator_expression::left ( comparison_operator::left ele in K comparison_operator::right for_in_clause::left for ele in test_tuple for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( res ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
217,"import re 
def match(text): 
		pattern = '[A-Z]+[a-z]+$'
		if re.search(pattern, text): 
				return('Yes') 
		else: 
				return('No') ","module::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right function_definition::left def match parameters::left ( text ) parameters::right : block::left expression_statement::left assignment::left pattern = string::left ' [A-Z]+[a-z]+$ ' string::right assignment::right expression_statement::right if_statement::left if call::left attribute::left re . search attribute::right argument_list::left ( pattern , text ) argument_list::right call::right : block::left return_statement::left return parenthesized_expression::left ( string::left ' Yes ' string::right ) parenthesized_expression::right return_statement::right block::right else_clause::left else : block::left return_statement::left return parenthesized_expression::left ( string::left ' No ' string::right ) parenthesized_expression::right return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right",human
218,"def corner_sort(arr):
    n = len(arr)
    for i in range(1, n-1):
        if arr[i] < max(arr[0], arr[n-1]):
            return False
    return True","module::left function_definition::left def corner_sort parameters::left ( arr ) parameters::right : block::left expression_statement::left assignment::left n = call::left len argument_list::left ( arr ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 1 , binary_operator::left n - 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left arr [ i ] subscript::right < call::left max argument_list::left ( subscript::left arr [ 0 ] subscript::right , subscript::left arr [ binary_operator::left n - 1 binary_operator::right ] subscript::right ) argument_list::right call::right comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right module::right",lm
