idx,code,ast,label
81,"def sort_array(array):
    return [] if len(array) == 0 else sorted(array, reverse= (array[0]+array[-1]) % 2 == 0) 
","module::left function_definition::left def sort_array parameters::left ( array ) parameters::right : block::left return_statement::left return conditional_expression::left list::left [ ] list::right if comparison_operator::left call::left len argument_list::left ( array ) argument_list::right call::right == 0 comparison_operator::right else call::left sorted argument_list::left ( array , keyword_argument::left reverse = comparison_operator::left binary_operator::left parenthesized_expression::left ( binary_operator::left subscript::left array [ 0 ] subscript::right + subscript::left array [ unary_operator::left - 1 unary_operator::right ] subscript::right binary_operator::right ) parenthesized_expression::right % 2 binary_operator::right == 0 comparison_operator::right keyword_argument::right ) argument_list::right call::right conditional_expression::right return_statement::right block::right function_definition::right module::right",human
82,"def even_odd_count(num):
    num_str = str(abs(num))
    even_count = 0
    odd_count = 0
    for digit in num_str:
        digit = int(digit)
        if digit % 2 == 0:
            even_count += 1
        else:
            odd_count += 1
    return (even_count, odd_count)","module::left function_definition::left def even_odd_count parameters::left ( num ) parameters::right : block::left expression_statement::left assignment::left num_str = call::left str argument_list::left ( call::left abs argument_list::left ( num ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left even_count = 0 assignment::right expression_statement::right expression_statement::left assignment::left odd_count = 0 assignment::right expression_statement::right for_statement::left for digit in num_str : block::left expression_statement::left assignment::left digit = call::left int argument_list::left ( digit ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left binary_operator::left digit % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left even_count += 1 augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left odd_count += 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return tuple::left ( even_count , odd_count ) tuple::right return_statement::right block::right function_definition::right module::right",lm
83,"from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    seen = set()
    result = []

    for number in numbers:
        if number not in seen:
            seen.add(number)
            result.append(number)

    return result",module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def remove_duplicates parameters::left ( typed_parameter::left numbers : type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left assignment::left seen = call::left set argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left result = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for number in numbers : block::left if_statement::left if comparison_operator::left number not in seen comparison_operator::right : block::left expression_statement::left call::left attribute::left seen . add attribute::right argument_list::left ( number ) argument_list::right call::right expression_statement::right expression_statement::left call::left attribute::left result . append attribute::right argument_list::left ( number ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return result return_statement::right block::right function_definition::right module::right,lm
84,"def exchange(lst1, lst2):

    # Count the number of even and odd elements in lst1 and lst2
    even_lst1 = 0
    odd_lst1 = 0
    even_lst2 = 0
    odd_lst2 = 0

    for num in lst1:
        if num % 2 == 0:
            even_lst1 += 1
        else:
            odd_lst1 += 1

    for num in lst2:
        if num % 2 == 0:
            even_lst2 += 1
        else:
            odd_lst2 += 1

    # Check if it is possible to exchange elements to make lst1 a list of only even numbers
    if even_lst2 >= odd_lst1:
        return ""YES""
    else:
        return ""NO""","module::left function_definition::left def exchange parameters::left ( lst1 , lst2 ) parameters::right : # Count the number of even and odd elements in lst1 and lst2 block::left expression_statement::left assignment::left even_lst1 = 0 assignment::right expression_statement::right expression_statement::left assignment::left odd_lst1 = 0 assignment::right expression_statement::right expression_statement::left assignment::left even_lst2 = 0 assignment::right expression_statement::right expression_statement::left assignment::left odd_lst2 = 0 assignment::right expression_statement::right for_statement::left for num in lst1 : block::left if_statement::left if comparison_operator::left binary_operator::left num % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left even_lst1 += 1 augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left odd_lst1 += 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right for_statement::left for num in lst2 : block::left if_statement::left if comparison_operator::left binary_operator::left num % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left even_lst2 += 1 augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left odd_lst2 += 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right # Check if it is possible to exchange elements to make lst1 a list of only even numbers if_statement::left if comparison_operator::left even_lst2 >= odd_lst1 comparison_operator::right : block::left return_statement::left return string::left "" YES "" string::right return_statement::right block::right else_clause::left else : block::left return_statement::left return string::left "" NO "" string::right return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right",lm
85,"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    def parse_paren_group(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth)
            else:
                depth -= 1

        return max_depth

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]
","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def parse_nested_parens parameters::left ( typed_parameter::left paren_string : type::left str type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : block::left function_definition::left def parse_paren_group parameters::left ( s ) parameters::right : block::left expression_statement::left assignment::left depth = 0 assignment::right expression_statement::right expression_statement::left assignment::left max_depth = 0 assignment::right expression_statement::right for_statement::left for c in s : block::left if_statement::left if comparison_operator::left c == string::left ' ( ' string::right comparison_operator::right : block::left expression_statement::left augmented_assignment::left depth += 1 augmented_assignment::right expression_statement::right expression_statement::left assignment::left max_depth = call::left max argument_list::left ( depth , max_depth ) argument_list::right call::right assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left depth -= 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return max_depth return_statement::right block::right function_definition::right return_statement::left return list_comprehension::left [ call::left parse_paren_group argument_list::left ( x ) argument_list::right call::right for_in_clause::left for x in call::left attribute::left paren_string . split attribute::right argument_list::left ( string::left '   ' string::right ) argument_list::right call::right for_in_clause::right if_clause::left if x if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right",human
86,"def solve(N):
    return bin(sum(int(i) for i in str(N)))[2:]
",module::left function_definition::left def solve parameters::left ( N ) parameters::right : block::left return_statement::left return subscript::left call::left bin argument_list::left ( call::left sum generator_expression::left ( call::left int argument_list::left ( i ) argument_list::right call::right for_in_clause::left for i in call::left str argument_list::left ( N ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right ) argument_list::right call::right [ slice::left 2 : slice::right ] subscript::right return_statement::right block::right function_definition::right module::right,human
87,"def specialFilter(nums):
    count = 0
    for num in nums:
        if num > 10 and num%2==1:
            str_num = str(abs(num))
            if str_num[0] in '13579' and str_num[-1] in '13579':
                count += 1
    return count",module::left function_definition::left def specialFilter parameters::left ( nums ) parameters::right : block::left expression_statement::left assignment::left count = 0 assignment::right expression_statement::right for_statement::left for num in nums : block::left if_statement::left if boolean_operator::left comparison_operator::left num > 10 comparison_operator::right and comparison_operator::left binary_operator::left num % 2 binary_operator::right == 1 comparison_operator::right boolean_operator::right : block::left expression_statement::left assignment::left str_num = call::left str argument_list::left ( call::left abs argument_list::left ( num ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if boolean_operator::left comparison_operator::left subscript::left str_num [ 0 ] subscript::right in string::left ' 13579 ' string::right comparison_operator::right and comparison_operator::left subscript::left str_num [ unary_operator::left - 1 unary_operator::right ] subscript::right in string::left ' 13579 ' string::right comparison_operator::right boolean_operator::right : block::left expression_statement::left augmented_assignment::left count += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return count return_statement::right block::right function_definition::right module::right,lm
88,"def sort_array(array):
    if len(array) <= 0:
        return []

    first = array[0]
    last = array[-1]

    summ = first + last
    if summ % 2 == 0:
        array.sort(reverse=True)  # sort in descending order

    else:
        array.sort()  # sort in ascending order

    return array",module::left function_definition::left def sort_array parameters::left ( array ) parameters::right : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( array ) argument_list::right call::right <= 0 comparison_operator::right : block::left return_statement::left return list::left [ ] list::right return_statement::right block::right if_statement::right expression_statement::left assignment::left first = subscript::left array [ 0 ] subscript::right assignment::right expression_statement::right expression_statement::left assignment::left last = subscript::left array [ unary_operator::left - 1 unary_operator::right ] subscript::right assignment::right expression_statement::right expression_statement::left assignment::left summ = binary_operator::left first + last binary_operator::right assignment::right expression_statement::right if_statement::left if comparison_operator::left binary_operator::left summ % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left call::left attribute::left array . sort attribute::right argument_list::left ( keyword_argument::left reverse = True keyword_argument::right ) argument_list::right call::right expression_statement::right # sort in descending order block::right else_clause::left else : block::left expression_statement::left call::left attribute::left array . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right # sort in ascending order block::right else_clause::right if_statement::right return_statement::left return array return_statement::right block::right function_definition::right module::right,lm
89,"def will_it_fly(q,w):

    # Check if the list is balanced (a palindrome)
    if q==q[::-1]:
        # Check if the sum of the elements is less than or equal to the maximum possible weight
        if sum(q)<=w:
            return True
    return False","module::left function_definition::left def will_it_fly parameters::left ( q , w ) parameters::right : # Check if the list is balanced (a palindrome) block::left if_statement::left if comparison_operator::left q == subscript::left q [ slice::left : : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right comparison_operator::right : # Check if the sum of the elements is less than or equal to the maximum possible weight block::left if_statement::left if comparison_operator::left call::left sum argument_list::left ( q ) argument_list::right call::right <= w comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right block::right if_statement::right return_statement::left return False return_statement::right block::right function_definition::right module::right",lm
90,"def maximum(arr, k):
    arr.sort(reverse=True)
    return arr[:k]","module::left function_definition::left def maximum parameters::left ( arr , k ) parameters::right : block::left expression_statement::left call::left attribute::left arr . sort attribute::right argument_list::left ( keyword_argument::left reverse = True keyword_argument::right ) argument_list::right call::right expression_statement::right return_statement::left return subscript::left arr [ slice::left : k slice::right ] subscript::right return_statement::right block::right function_definition::right module::right",lm
91,"def get_closest_vowel(word):
    vowels = [""A"", ""E"", ""I"", ""O"", ""U"", ""a"", ""e"", ""i"", ""o"", ""u""]
    
    closest_vowel = """"
    min_distance = len(word)
    
    for i in range(len(word) - 1, 0, -1):
        if word[i] in vowels and (word[i - 1] not in vowels and word[i + 1] not in vowels):
            distance = len(word) - i - 1
            if distance < min_distance:
                min_distance = distance
                closest_vowel = word[i]
                
    return closest_vowel","module::left function_definition::left def get_closest_vowel parameters::left ( word ) parameters::right : block::left expression_statement::left assignment::left vowels = list::left [ string::left "" A "" string::right , string::left "" E "" string::right , string::left "" I "" string::right , string::left "" O "" string::right , string::left "" U "" string::right , string::left "" a "" string::right , string::left "" e "" string::right , string::left "" i "" string::right , string::left "" o "" string::right , string::left "" u "" string::right ] list::right assignment::right expression_statement::right expression_statement::left assignment::left closest_vowel = string::left "" "" string::right assignment::right expression_statement::right expression_statement::left assignment::left min_distance = call::left len argument_list::left ( word ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( binary_operator::left call::left len argument_list::left ( word ) argument_list::right call::right - 1 binary_operator::right , 0 , unary_operator::left - 1 unary_operator::right ) argument_list::right call::right : block::left if_statement::left if boolean_operator::left comparison_operator::left subscript::left word [ i ] subscript::right in vowels comparison_operator::right and parenthesized_expression::left ( boolean_operator::left comparison_operator::left subscript::left word [ binary_operator::left i - 1 binary_operator::right ] subscript::right not in vowels comparison_operator::right and comparison_operator::left subscript::left word [ binary_operator::left i + 1 binary_operator::right ] subscript::right not in vowels comparison_operator::right boolean_operator::right ) parenthesized_expression::right boolean_operator::right : block::left expression_statement::left assignment::left distance = binary_operator::left binary_operator::left call::left len argument_list::left ( word ) argument_list::right call::right - i binary_operator::right - 1 binary_operator::right assignment::right expression_statement::right if_statement::left if comparison_operator::left distance < min_distance comparison_operator::right : block::left expression_statement::left assignment::left min_distance = distance assignment::right expression_statement::right expression_statement::left assignment::left closest_vowel = subscript::left word [ i ] subscript::right assignment::right expression_statement::right block::right if_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return closest_vowel return_statement::right block::right function_definition::right module::right",lm
92,"def move_one_ball(arr):
    if len(arr)==0:
      return True
    sorted_array=sorted(arr)
    my_arr=[]
    
    min_value=min(arr)
    min_index=arr.index(min_value)
    my_arr=arr[min_index:]+arr[0:min_index]
    for i in range(len(arr)):
      if my_arr[i]!=sorted_array[i]:
        return False
    return True
",module::left function_definition::left def move_one_ball parameters::left ( arr ) parameters::right : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( arr ) argument_list::right call::right == 0 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right expression_statement::left assignment::left sorted_array = call::left sorted argument_list::left ( arr ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left my_arr = list::left [ ] list::right assignment::right expression_statement::right expression_statement::left assignment::left min_value = call::left min argument_list::left ( arr ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left min_index = call::left attribute::left arr . index attribute::right argument_list::left ( min_value ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left my_arr = binary_operator::left subscript::left arr [ slice::left min_index : slice::right ] subscript::right + subscript::left arr [ slice::left 0 : min_index slice::right ] subscript::right binary_operator::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( call::left len argument_list::left ( arr ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left my_arr [ i ] subscript::right != subscript::left sorted_array [ i ] subscript::right comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right module::right,human
93,"def get_positive(l: list):
    return [e for e in l if e > 0]
",module::left function_definition::left def get_positive parameters::left ( typed_parameter::left l : type::left list type::right typed_parameter::right ) parameters::right : block::left return_statement::left return list_comprehension::left [ e for_in_clause::left for e in l for_in_clause::right if_clause::left if comparison_operator::left e > 0 comparison_operator::right if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right,human
94,"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    mean = sum(numbers) / len(numbers)
    deviations = [abs(number - mean) for number in numbers]
    return sum(deviations) / len(deviations)",module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def mean_absolute_deviation parameters::left ( typed_parameter::left numbers : type::left generic_type::left List type_parameter::left [ type::left float type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left float type::right : block::left expression_statement::left assignment::left mean = binary_operator::left call::left sum argument_list::left ( numbers ) argument_list::right call::right / call::left len argument_list::left ( numbers ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left deviations = list_comprehension::left [ call::left abs argument_list::left ( binary_operator::left number - mean binary_operator::right ) argument_list::right call::right for_in_clause::left for number in numbers for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right return_statement::left return binary_operator::left call::left sum argument_list::left ( deviations ) argument_list::right call::right / call::left len argument_list::left ( deviations ) argument_list::right call::right binary_operator::right return_statement::right block::right function_definition::right module::right,lm
95,"def compare(game,guess):
    comp = []
    for i in range(len(game)):
      comp.append(abs(game[i]-guess[i]))
    return comp","module::left function_definition::left def compare parameters::left ( game , guess ) parameters::right : block::left expression_statement::left assignment::left comp = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( call::left len argument_list::left ( game ) argument_list::right call::right ) argument_list::right call::right : block::left expression_statement::left call::left attribute::left comp . append attribute::right argument_list::left ( call::left abs argument_list::left ( binary_operator::left subscript::left game [ i ] subscript::right - subscript::left guess [ i ] subscript::right binary_operator::right ) argument_list::right call::right ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return comp return_statement::right block::right function_definition::right module::right",lm
96,"def digits(n):
    product = 1
    odd_count = 0
    for digit in str(n):
        int_digit = int(digit)
        if int_digit%2 == 1:
            product= product*int_digit
            odd_count+=1
    if odd_count ==0:
        return 0
    else:
        return product
",module::left function_definition::left def digits parameters::left ( n ) parameters::right : block::left expression_statement::left assignment::left product = 1 assignment::right expression_statement::right expression_statement::left assignment::left odd_count = 0 assignment::right expression_statement::right for_statement::left for digit in call::left str argument_list::left ( n ) argument_list::right call::right : block::left expression_statement::left assignment::left int_digit = call::left int argument_list::left ( digit ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left binary_operator::left int_digit % 2 binary_operator::right == 1 comparison_operator::right : block::left expression_statement::left assignment::left product = binary_operator::left product * int_digit binary_operator::right assignment::right expression_statement::right expression_statement::left augmented_assignment::left odd_count += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right if_statement::left if comparison_operator::left odd_count == 0 comparison_operator::right : block::left return_statement::left return 0 return_statement::right block::right else_clause::left else : block::left return_statement::left return product return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right,human
97,"def max_fill(grid, capacity):
    import math

    wells = 0
    for row in grid:
        for bucket in row:
            wells += bucket

    return math.ceil(wells / capacity)","module::left function_definition::left def max_fill parameters::left ( grid , capacity ) parameters::right : block::left import_statement::left import dotted_name::left math dotted_name::right import_statement::right expression_statement::left assignment::left wells = 0 assignment::right expression_statement::right for_statement::left for row in grid : block::left for_statement::left for bucket in row : block::left expression_statement::left augmented_assignment::left wells += bucket augmented_assignment::right expression_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return call::left attribute::left math . ceil attribute::right argument_list::left ( binary_operator::left wells / capacity binary_operator::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
98,"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    return [string for string in strings if substring in string]","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def filter_by_substring parameters::left ( typed_parameter::left strings : type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right typed_parameter::right , typed_parameter::left substring : type::left str type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right : block::left return_statement::left return list_comprehension::left [ string for_in_clause::left for string in strings for_in_clause::right if_clause::left if comparison_operator::left substring in string comparison_operator::right if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right",lm
99,"def solution(lst):
    sum = 0

    for i in range(0, len(lst)):
      if i%2 == 0 and lst[i]%2 == 1:
          sum += lst[i]
    
    return sum","module::left function_definition::left def solution parameters::left ( lst ) parameters::right : block::left expression_statement::left assignment::left sum = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 0 , call::left len argument_list::left ( lst ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if boolean_operator::left comparison_operator::left binary_operator::left i % 2 binary_operator::right == 0 comparison_operator::right and comparison_operator::left binary_operator::left subscript::left lst [ i ] subscript::right % 2 binary_operator::right == 1 comparison_operator::right boolean_operator::right : block::left expression_statement::left augmented_assignment::left sum += subscript::left lst [ i ] subscript::right augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return sum return_statement::right block::right function_definition::right module::right",lm
100,"def check_dict_case(dict):
    if not dict:
        return False

    keys = list(dict.keys())

    is_lower = all(key.islower() for key in keys)
    is_upper = all(key.isupper() for key in keys)

    return is_lower or is_upper",module::left function_definition::left def check_dict_case parameters::left ( dict ) parameters::right : block::left if_statement::left if not_operator::left not dict not_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right expression_statement::left assignment::left keys = call::left list argument_list::left ( call::left attribute::left dict . keys attribute::right argument_list::left ( ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left is_lower = call::left all generator_expression::left ( call::left attribute::left key . islower attribute::right argument_list::left ( ) argument_list::right call::right for_in_clause::left for key in keys for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right expression_statement::left assignment::left is_upper = call::left all generator_expression::left ( call::left attribute::left key . isupper attribute::right argument_list::left ( ) argument_list::right call::right for_in_clause::left for key in keys for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right return_statement::left return boolean_operator::left is_lower or is_upper boolean_operator::right return_statement::right block::right function_definition::right module::right,lm
101,"def anti_shuffle(s):
    ordered_str = """"
    words = s.split()
    for word in words:
        ordered_word = ''.join(sorted(word))
        ordered_str += ordered_word + ' '
    ordered_str = ordered_str.rstrip()
    return ordered_str","module::left function_definition::left def anti_shuffle parameters::left ( s ) parameters::right : block::left expression_statement::left assignment::left ordered_str = string::left "" "" string::right assignment::right expression_statement::right expression_statement::left assignment::left words = call::left attribute::left s . split attribute::right argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for word in words : block::left expression_statement::left assignment::left ordered_word = call::left attribute::left string::left ' ' string::right . join attribute::right argument_list::left ( call::left sorted argument_list::left ( word ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left augmented_assignment::left ordered_str += binary_operator::left ordered_word + string::left '   ' string::right binary_operator::right augmented_assignment::right expression_statement::right block::right for_statement::right expression_statement::left assignment::left ordered_str = call::left attribute::left ordered_str . rstrip attribute::right argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return ordered_str return_statement::right block::right function_definition::right module::right",lm
102,"def Strongest_Extension(class_name, extensions):
    max_strength = float('-inf')
    strongest_extension = """"
    for extension in extensions:
        cap = 0
        sm = 0
        for char in extension:
            if char.isupper():
                cap += 1
            elif char.islower():
                sm += 1
        strength = cap - sm
        if strength > max_strength:
            max_strength = strength
            strongest_extension = extension
    
    return ""{}.{}"".format(class_name, strongest_extension)","module::left function_definition::left def Strongest_Extension parameters::left ( class_name , extensions ) parameters::right : block::left expression_statement::left assignment::left max_strength = call::left float argument_list::left ( string::left ' -inf ' string::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left strongest_extension = string::left "" "" string::right assignment::right expression_statement::right for_statement::left for extension in extensions : block::left expression_statement::left assignment::left cap = 0 assignment::right expression_statement::right expression_statement::left assignment::left sm = 0 assignment::right expression_statement::right for_statement::left for char in extension : block::left if_statement::left if call::left attribute::left char . isupper attribute::right argument_list::left ( ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left cap += 1 augmented_assignment::right expression_statement::right block::right elif_clause::left elif call::left attribute::left char . islower attribute::right argument_list::left ( ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left sm += 1 augmented_assignment::right expression_statement::right block::right elif_clause::right if_statement::right block::right for_statement::right expression_statement::left assignment::left strength = binary_operator::left cap - sm binary_operator::right assignment::right expression_statement::right if_statement::left if comparison_operator::left strength > max_strength comparison_operator::right : block::left expression_statement::left assignment::left max_strength = strength assignment::right expression_statement::right expression_statement::left assignment::left strongest_extension = extension assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return call::left attribute::left string::left "" {}.{} "" string::right . format attribute::right argument_list::left ( class_name , strongest_extension ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
103,"def encrypt(s):
    d = 'abcdefghijklmnopqrstuvwxyz'
    out = ''
    for c in s:
        if c in d:
            out += d[(d.index(c)+2*2) % 26]
        else:
            out += c
    return out
",module::left function_definition::left def encrypt parameters::left ( s ) parameters::right : block::left expression_statement::left assignment::left d = string::left ' abcdefghijklmnopqrstuvwxyz ' string::right assignment::right expression_statement::right expression_statement::left assignment::left out = string::left ' ' string::right assignment::right expression_statement::right for_statement::left for c in s : block::left if_statement::left if comparison_operator::left c in d comparison_operator::right : block::left expression_statement::left augmented_assignment::left out += subscript::left d [ binary_operator::left parenthesized_expression::left ( binary_operator::left call::left attribute::left d . index attribute::right argument_list::left ( c ) argument_list::right call::right + binary_operator::left 2 * 2 binary_operator::right binary_operator::right ) parenthesized_expression::right % 26 binary_operator::right ] subscript::right augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left out += c augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return out return_statement::right block::right function_definition::right module::right,human
104,"def circular_shift(x, shift):
    x = str(x)
    l = len(x)
    shift %= l
    x = x[l-shift:] + x[:l-shift]
    return x","module::left function_definition::left def circular_shift parameters::left ( x , shift ) parameters::right : block::left expression_statement::left assignment::left x = call::left str argument_list::left ( x ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left l = call::left len argument_list::left ( x ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left augmented_assignment::left shift %= l augmented_assignment::right expression_statement::right expression_statement::left assignment::left x = binary_operator::left subscript::left x [ slice::left binary_operator::left l - shift binary_operator::right : slice::right ] subscript::right + subscript::left x [ slice::left : binary_operator::left l - shift binary_operator::right slice::right ] subscript::right binary_operator::right assignment::right expression_statement::right return_statement::left return x return_statement::right block::right function_definition::right module::right",lm
105,"def fruit_distribution(s,n):
    lis = list()
    for i in s.split(' '):
        if i.isdigit():
            lis.append(int(i))
    return n - sum(lis)
","module::left function_definition::left def fruit_distribution parameters::left ( s , n ) parameters::right : block::left expression_statement::left assignment::left lis = call::left list argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for i in call::left attribute::left s . split attribute::right argument_list::left ( string::left '   ' string::right ) argument_list::right call::right : block::left if_statement::left if call::left attribute::left i . isdigit attribute::right argument_list::left ( ) argument_list::right call::right : block::left expression_statement::left call::left attribute::left lis . append attribute::right argument_list::left ( call::left int argument_list::left ( i ) argument_list::right call::right ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return binary_operator::left n - call::left sum argument_list::left ( lis ) argument_list::right call::right binary_operator::right return_statement::right block::right function_definition::right module::right",human
