idx,code,ast,label
477,"def find(n,m):
  r = n%m
  return (r)","module::left function_definition::left def find parameters::left ( n , m ) parameters::right : block::left expression_statement::left assignment::left r = binary_operator::left n % m binary_operator::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( r ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
478,"def filter_data(students,h,w):
    result = {k: s for k, s in students.items() if s[0] >=h and s[1] >=w}
    return result    ","module::left function_definition::left def filter_data parameters::left ( students , h , w ) parameters::right : block::left expression_statement::left assignment::left result = dictionary_comprehension::left { pair::left k : s pair::right for_in_clause::left for pattern_list::left k , s pattern_list::right in call::left attribute::left students . items attribute::right argument_list::left ( ) argument_list::right call::right for_in_clause::right if_clause::left if boolean_operator::left comparison_operator::left subscript::left s [ 0 ] subscript::right >= h comparison_operator::right and comparison_operator::left subscript::left s [ 1 ] subscript::right >= w comparison_operator::right boolean_operator::right if_clause::right } dictionary_comprehension::right assignment::right expression_statement::right return_statement::left return result return_statement::right block::right function_definition::right module::right",human
479,"def remove_tuple(test_tup):
  res = tuple(set(test_tup))
  return (res) ",module::left function_definition::left def remove_tuple parameters::left ( test_tup ) parameters::right : block::left expression_statement::left assignment::left res = call::left tuple argument_list::left ( call::left set argument_list::left ( test_tup ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( res ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right,human
480,"def print_numbers_and_position(string):
    for index, char in enumerate(string):
        if char.isdigit():
            print(f""Number: {char} at Position: {index}"")","module::left function_definition::left def print_numbers_and_position parameters::left ( string ) parameters::right : block::left for_statement::left for pattern_list::left index , char pattern_list::right in call::left enumerate argument_list::left ( string ) argument_list::right call::right : block::left if_statement::left if call::left attribute::left char . isdigit attribute::right argument_list::left ( ) argument_list::right call::right : block::left expression_statement::left call::left print argument_list::left ( string::left f"" Number:  interpolation::left { char } interpolation::right  at Position:  interpolation::left { index } interpolation::right "" string::right ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right block::right function_definition::right module::right",lm
481,"def merge(lst):  
    return [list(ele) for ele in list(zip(*lst))] ",module::left function_definition::left def merge parameters::left ( lst ) parameters::right : block::left return_statement::left return list_comprehension::left [ call::left list argument_list::left ( ele ) argument_list::right call::right for_in_clause::left for ele in call::left list argument_list::left ( call::left zip argument_list::left ( list_splat::left * lst list_splat::right ) argument_list::right call::right ) argument_list::right call::right for_in_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right,human
482,"def find_difference(lst):
    """"""
    Function to find the difference between two consecutive numbers in a given list.
    
    Parameters:
    lst (list): A list of numbers.
    
    Returns:
    diff_lst (list): A new list containing the differences between consecutive numbers.
    """"""
    diff_lst = []
    for i in range(len(lst)-1):
        diff_lst.append(lst[i+1] - lst[i])
    
    return diff_lst","module::left function_definition::left def find_difference parameters::left ( lst ) parameters::right : block::left expression_statement::left string::left """""" 
    Function to find the difference between two consecutive numbers in a given list.
    
    Parameters:
    lst (list): A list of numbers.
    
    Returns:
    diff_lst (list): A new list containing the differences between consecutive numbers.
     """""" string::right expression_statement::right expression_statement::left assignment::left diff_lst = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( binary_operator::left call::left len argument_list::left ( lst ) argument_list::right call::right - 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left call::left attribute::left diff_lst . append attribute::right argument_list::left ( binary_operator::left subscript::left lst [ binary_operator::left i + 1 binary_operator::right ] subscript::right - subscript::left lst [ i ] subscript::right binary_operator::right ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return diff_lst return_statement::right block::right function_definition::right module::right",lm
483,"def count_lists(lists):
    count = 0
    for item in lists:
        if isinstance(item, list):
            count += 1
    return count","module::left function_definition::left def count_lists parameters::left ( lists ) parameters::right : block::left expression_statement::left assignment::left count = 0 assignment::right expression_statement::right for_statement::left for item in lists : block::left if_statement::left if call::left isinstance argument_list::left ( item , list ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left count += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return count return_statement::right block::right function_definition::right module::right",lm
484,"def find_remainder(num1, num2):
    remainder = num1 % num2
    return remainder","module::left function_definition::left def find_remainder parameters::left ( num1 , num2 ) parameters::right : block::left expression_statement::left assignment::left remainder = binary_operator::left num1 % num2 binary_operator::right assignment::right expression_statement::right return_statement::left return remainder return_statement::right block::right function_definition::right module::right",lm
485,"def check_same_characters(s):
    return len(set(s)) == 1",module::left function_definition::left def check_same_characters parameters::left ( s ) parameters::right : block::left return_statement::left return comparison_operator::left call::left len argument_list::left ( call::left set argument_list::left ( s ) argument_list::right call::right ) argument_list::right call::right == 1 comparison_operator::right return_statement::right block::right function_definition::right module::right,lm
486,"def find_Divisor(x,y):  
    if (x==y): 
        return y 
    return 2","module::left function_definition::left def find_Divisor parameters::left ( x , y ) parameters::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left x == y comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return y return_statement::right block::right if_statement::right return_statement::left return 2 return_statement::right block::right function_definition::right module::right",human
487,"import re

def find_words(text):
    pattern = r'\b\w{3,5}\b'
    words = re.findall(pattern, text)
    return words","module::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right function_definition::left def find_words parameters::left ( text ) parameters::right : block::left expression_statement::left assignment::left pattern = string::left r' \b\w{3,5}\b ' string::right assignment::right expression_statement::right expression_statement::left assignment::left words = call::left attribute::left re . findall attribute::right argument_list::left ( pattern , text ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return words return_statement::right block::right function_definition::right module::right",lm
488,"def count_equal_numbers(num1, num2, num3):
    count = 0
    if num1 == num2 == num3:
        count += 3
    elif num1 == num2 or num1 == num3 or num2 == num3:
        count += 2
    return count","module::left function_definition::left def count_equal_numbers parameters::left ( num1 , num2 , num3 ) parameters::right : block::left expression_statement::left assignment::left count = 0 assignment::right expression_statement::right if_statement::left if comparison_operator::left num1 == num2 == num3 comparison_operator::right : block::left expression_statement::left augmented_assignment::left count += 3 augmented_assignment::right expression_statement::right block::right elif_clause::left elif boolean_operator::left boolean_operator::left comparison_operator::left num1 == num2 comparison_operator::right or comparison_operator::left num1 == num3 comparison_operator::right boolean_operator::right or comparison_operator::left num2 == num3 comparison_operator::right boolean_operator::right : block::left expression_statement::left augmented_assignment::left count += 2 augmented_assignment::right expression_statement::right block::right elif_clause::right if_statement::right return_statement::left return count return_statement::right block::right function_definition::right module::right",lm
489,"def find_first_digit_factorial(num):
    factorial = 1
    for i in range(1, num + 1):
        factorial *= i
    return int(str(factorial)[0])","module::left function_definition::left def find_first_digit_factorial parameters::left ( num ) parameters::right : block::left expression_statement::left assignment::left factorial = 1 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 1 , binary_operator::left num + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left factorial *= i augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return call::left int argument_list::left ( subscript::left call::left str argument_list::left ( factorial ) argument_list::right call::right [ 0 ] subscript::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
490,"def find_average(lst):
    if len(lst) == 0:
        return 0
    total = sum(lst)
    return total / len(lst)",module::left function_definition::left def find_average parameters::left ( lst ) parameters::right : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( lst ) argument_list::right call::right == 0 comparison_operator::right : block::left return_statement::left return 0 return_statement::right block::right if_statement::right expression_statement::left assignment::left total = call::left sum argument_list::left ( lst ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return binary_operator::left total / call::left len argument_list::left ( lst ) argument_list::right call::right binary_operator::right return_statement::right block::right function_definition::right module::right,lm
491,"def calculate_distance(lat1, lon1, lat2, lon2):
    """"""
    Calculate the distance between two points using latitude and longitude.

    Parameters:
    lat1 (float): The latitude of the first point.
    lon1 (float): The longitude of the first point.
    lat2 (float): The latitude of the second point.
    lon2 (float): The longitude of the second point.

    Returns:
    float: The distance between the two points in kilometers.
    """"""
    from math import sin, cos, sqrt, atan2, radians
    
    # approximate radius of earth in km
    R = 6371.0

    # convert coordinates to radians
    lat1 = radians(lat1)
    lon1 = radians(lon1)
    lat2 = radians(lat2)
    lon2 = radians(lon2)

    # calculate the differences in latitude and longitude
    dlat = lat2 - lat1
    dlon = lon2 - lon1

    # calculate the distance using the Haversine formula
    a = sin(dlat / 2)**2 + cos(lat1) * cos(lat2) * sin(dlon / 2)**2
    c = 2 * atan2(sqrt(a), sqrt(1 - a))
    distance = R * c

    return distance","module::left function_definition::left def calculate_distance parameters::left ( lat1 , lon1 , lat2 , lon2 ) parameters::right : block::left expression_statement::left string::left """""" 
    Calculate the distance between two points using latitude and longitude.

    Parameters:
    lat1 (float): The latitude of the first point.
    lon1 (float): The longitude of the first point.
    lat2 (float): The latitude of the second point.
    lon2 (float): The longitude of the second point.

    Returns:
    float: The distance between the two points in kilometers.
     """""" string::right expression_statement::right import_from_statement::left from dotted_name::left math dotted_name::right import dotted_name::left sin dotted_name::right , dotted_name::left cos dotted_name::right , dotted_name::left sqrt dotted_name::right , dotted_name::left atan2 dotted_name::right , dotted_name::left radians dotted_name::right import_from_statement::right # approximate radius of earth in km expression_statement::left assignment::left R = 6371.0 assignment::right expression_statement::right # convert coordinates to radians expression_statement::left assignment::left lat1 = call::left radians argument_list::left ( lat1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left lon1 = call::left radians argument_list::left ( lon1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left lat2 = call::left radians argument_list::left ( lat2 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left lon2 = call::left radians argument_list::left ( lon2 ) argument_list::right call::right assignment::right expression_statement::right # calculate the differences in latitude and longitude expression_statement::left assignment::left dlat = binary_operator::left lat2 - lat1 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left dlon = binary_operator::left lon2 - lon1 binary_operator::right assignment::right expression_statement::right # calculate the distance using the Haversine formula expression_statement::left assignment::left a = binary_operator::left binary_operator::left call::left sin argument_list::left ( binary_operator::left dlat / 2 binary_operator::right ) argument_list::right call::right ** 2 binary_operator::right + binary_operator::left binary_operator::left call::left cos argument_list::left ( lat1 ) argument_list::right call::right * call::left cos argument_list::left ( lat2 ) argument_list::right call::right binary_operator::right * binary_operator::left call::left sin argument_list::left ( binary_operator::left dlon / 2 binary_operator::right ) argument_list::right call::right ** 2 binary_operator::right binary_operator::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left c = binary_operator::left 2 * call::left atan2 argument_list::left ( call::left sqrt argument_list::left ( a ) argument_list::right call::right , call::left sqrt argument_list::left ( binary_operator::left 1 - a binary_operator::right ) argument_list::right call::right ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left distance = binary_operator::left R * c binary_operator::right assignment::right expression_statement::right return_statement::left return distance return_statement::right block::right function_definition::right module::right",lm
492,"import math
def calculate_polygons(startx, starty, endx, endy, radius):
    sl = (2 * radius) * math.tan(math.pi / 6)
    p = sl * 0.5
    b = sl * math.cos(math.radians(30))
    w = b * 2
    h = 2 * sl   
    startx = startx - w
    starty = starty - h
    endx = endx + w
    endy = endy + h
    origx = startx
    origy = starty
    xoffset = b
    yoffset = 3 * p
    polygons = []
    row = 1
    counter = 0
    while starty < endy:
        if row % 2 == 0:
            startx = origx + xoffset
        else:
            startx = origx
        while startx < endx:
            p1x = startx
            p1y = starty + p
            p2x = startx
            p2y = starty + (3 * p)
            p3x = startx + b
            p3y = starty + h
            p4x = startx + w
            p4y = starty + (3 * p)
            p5x = startx + w
            p5y = starty + p
            p6x = startx + b
            p6y = starty
            poly = [
                (p1x, p1y),
                (p2x, p2y),
                (p3x, p3y),
                (p4x, p4y),
                (p5x, p5y),
                (p6x, p6y),
                (p1x, p1y)]
            polygons.append(poly)
            counter += 1
            startx += w
        starty += yoffset
        row += 1
    return polygons","module::left import_statement::left import dotted_name::left math dotted_name::right import_statement::right function_definition::left def calculate_polygons parameters::left ( startx , starty , endx , endy , radius ) parameters::right : block::left expression_statement::left assignment::left sl = binary_operator::left parenthesized_expression::left ( binary_operator::left 2 * radius binary_operator::right ) parenthesized_expression::right * call::left attribute::left math . tan attribute::right argument_list::left ( binary_operator::left attribute::left math . pi attribute::right / 6 binary_operator::right ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left p = binary_operator::left sl * 0.5 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left b = binary_operator::left sl * call::left attribute::left math . cos attribute::right argument_list::left ( call::left attribute::left math . radians attribute::right argument_list::left ( 30 ) argument_list::right call::right ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left w = binary_operator::left b * 2 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left h = binary_operator::left 2 * sl binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left startx = binary_operator::left startx - w binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left starty = binary_operator::left starty - h binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left endx = binary_operator::left endx + w binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left endy = binary_operator::left endy + h binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left origx = startx assignment::right expression_statement::right expression_statement::left assignment::left origy = starty assignment::right expression_statement::right expression_statement::left assignment::left xoffset = b assignment::right expression_statement::right expression_statement::left assignment::left yoffset = binary_operator::left 3 * p binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left polygons = list::left [ ] list::right assignment::right expression_statement::right expression_statement::left assignment::left row = 1 assignment::right expression_statement::right expression_statement::left assignment::left counter = 0 assignment::right expression_statement::right while_statement::left while comparison_operator::left starty < endy comparison_operator::right : block::left if_statement::left if comparison_operator::left binary_operator::left row % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left assignment::left startx = binary_operator::left origx + xoffset binary_operator::right assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left assignment::left startx = origx assignment::right expression_statement::right block::right else_clause::right if_statement::right while_statement::left while comparison_operator::left startx < endx comparison_operator::right : block::left expression_statement::left assignment::left p1x = startx assignment::right expression_statement::right expression_statement::left assignment::left p1y = binary_operator::left starty + p binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left p2x = startx assignment::right expression_statement::right expression_statement::left assignment::left p2y = binary_operator::left starty + parenthesized_expression::left ( binary_operator::left 3 * p binary_operator::right ) parenthesized_expression::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left p3x = binary_operator::left startx + b binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left p3y = binary_operator::left starty + h binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left p4x = binary_operator::left startx + w binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left p4y = binary_operator::left starty + parenthesized_expression::left ( binary_operator::left 3 * p binary_operator::right ) parenthesized_expression::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left p5x = binary_operator::left startx + w binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left p5y = binary_operator::left starty + p binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left p6x = binary_operator::left startx + b binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left p6y = starty assignment::right expression_statement::right expression_statement::left assignment::left poly = list::left [ tuple::left ( p1x , p1y ) tuple::right , tuple::left ( p2x , p2y ) tuple::right , tuple::left ( p3x , p3y ) tuple::right , tuple::left ( p4x , p4y ) tuple::right , tuple::left ( p5x , p5y ) tuple::right , tuple::left ( p6x , p6y ) tuple::right , tuple::left ( p1x , p1y ) tuple::right ] list::right assignment::right expression_statement::right expression_statement::left call::left attribute::left polygons . append attribute::right argument_list::left ( poly ) argument_list::right call::right expression_statement::right expression_statement::left augmented_assignment::left counter += 1 augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left startx += w augmented_assignment::right expression_statement::right block::right while_statement::right expression_statement::left augmented_assignment::left starty += yoffset augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left row += 1 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return polygons return_statement::right block::right function_definition::right module::right",human
493,"def average_of_even_numbers(n):
    total = 0
    count = 0
    
    for i in range(2, n+1, 2):
        total += i
        count += 1
    
    if count == 0:
        return 0
    
    return total/count","module::left function_definition::left def average_of_even_numbers parameters::left ( n ) parameters::right : block::left expression_statement::left assignment::left total = 0 assignment::right expression_statement::right expression_statement::left assignment::left count = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 2 , binary_operator::left n + 1 binary_operator::right , 2 ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left total += i augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left count += 1 augmented_assignment::right expression_statement::right block::right for_statement::right if_statement::left if comparison_operator::left count == 0 comparison_operator::right : block::left return_statement::left return 0 return_statement::right block::right if_statement::right return_statement::left return binary_operator::left total / count binary_operator::right return_statement::right block::right function_definition::right module::right",lm
494,"def rearrange_numbers(arr):
    pos_nums = list(filter(lambda x: x > 0, arr))
    neg_nums = list(filter(lambda x: x < 0, arr))
    
    return neg_nums + pos_nums","module::left function_definition::left def rearrange_numbers parameters::left ( arr ) parameters::right : block::left expression_statement::left assignment::left pos_nums = call::left list argument_list::left ( call::left filter argument_list::left ( lambda::left lambda lambda_parameters::left x lambda_parameters::right : comparison_operator::left x > 0 comparison_operator::right lambda::right , arr ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left neg_nums = call::left list argument_list::left ( call::left filter argument_list::left ( lambda::left lambda lambda_parameters::left x lambda_parameters::right : comparison_operator::left x < 0 comparison_operator::right lambda::right , arr ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return binary_operator::left neg_nums + pos_nums binary_operator::right return_statement::right block::right function_definition::right module::right",lm
495,"def make_sum_even(arr):
    sum_arr = sum(arr)
    if sum_arr % 2 == 0:
        return arr
    else:
        return arr + [1]",module::left function_definition::left def make_sum_even parameters::left ( arr ) parameters::right : block::left expression_statement::left assignment::left sum_arr = call::left sum argument_list::left ( arr ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left binary_operator::left sum_arr % 2 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return arr return_statement::right block::right else_clause::left else : block::left return_statement::left return binary_operator::left arr + list::left [ 1 ] list::right binary_operator::right return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right,lm
496,"import collections

def group_sequence(sequence):
    grouped = collections.defaultdict(list)
    for key, value in sequence:
        grouped[key].append(value)
    return dict(grouped)","module::left import_statement::left import dotted_name::left collections dotted_name::right import_statement::right function_definition::left def group_sequence parameters::left ( sequence ) parameters::right : block::left expression_statement::left assignment::left grouped = call::left attribute::left collections . defaultdict attribute::right argument_list::left ( list ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for pattern_list::left key , value pattern_list::right in sequence : block::left expression_statement::left call::left attribute::left subscript::left grouped [ key ] subscript::right . append attribute::right argument_list::left ( value ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return call::left dict argument_list::left ( grouped ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
497,"def count_hex_numbers(start, end):

    count = 0

    for num in range(start, end+1):
        if all(c in '0123456789ABCDEFabcdef' for c in hex(num)[2:]):
            count += 1

    return count","module::left function_definition::left def count_hex_numbers parameters::left ( start , end ) parameters::right : block::left expression_statement::left assignment::left count = 0 assignment::right expression_statement::right for_statement::left for num in call::left range argument_list::left ( start , binary_operator::left end + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if call::left all generator_expression::left ( comparison_operator::left c in string::left ' 0123456789ABCDEFabcdef ' string::right comparison_operator::right for_in_clause::left for c in subscript::left call::left hex argument_list::left ( num ) argument_list::right call::right [ slice::left 2 : slice::right ] subscript::right for_in_clause::right ) generator_expression::right call::right : block::left expression_statement::left augmented_assignment::left count += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return count return_statement::right block::right function_definition::right module::right",lm
498,"def same_order(l1, l2):
    common_elements = set(l1) & set(l2)
    l1 = [e for e in l1 if e in common_elements]
    l2 = [e for e in l2 if e in common_elements]
    return l1 == l2","module::left function_definition::left def same_order parameters::left ( l1 , l2 ) parameters::right : block::left expression_statement::left assignment::left common_elements = binary_operator::left call::left set argument_list::left ( l1 ) argument_list::right call::right & call::left set argument_list::left ( l2 ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left l1 = list_comprehension::left [ e for_in_clause::left for e in l1 for_in_clause::right if_clause::left if comparison_operator::left e in common_elements comparison_operator::right if_clause::right ] list_comprehension::right assignment::right expression_statement::right expression_statement::left assignment::left l2 = list_comprehension::left [ e for_in_clause::left for e in l2 for_in_clause::right if_clause::left if comparison_operator::left e in common_elements comparison_operator::right if_clause::right ] list_comprehension::right assignment::right expression_statement::right return_statement::left return comparison_operator::left l1 == l2 comparison_operator::right return_statement::right block::right function_definition::right module::right",human
499,"def calculate_area_of_parallelogram(base, height):
    area = base * height
    return area","module::left function_definition::left def calculate_area_of_parallelogram parameters::left ( base , height ) parameters::right : block::left expression_statement::left assignment::left area = binary_operator::left base * height binary_operator::right assignment::right expression_statement::right return_statement::left return area return_statement::right block::right function_definition::right module::right",lm
500,"def count_same_pair(list1, list2):
    return sum(map(lambda x, y: x == y, list1, list2))","module::left function_definition::left def count_same_pair parameters::left ( list1 , list2 ) parameters::right : block::left return_statement::left return call::left sum argument_list::left ( call::left map argument_list::left ( lambda::left lambda lambda_parameters::left x , y lambda_parameters::right : comparison_operator::left x == y comparison_operator::right lambda::right , list1 , list2 ) argument_list::right call::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
501,"def sum_common_divisors(a, b):
    common_divisors = set()
    
    for i in range(1, min(a, b) + 1):
        if a % i == 0 and b % i == 0:
            common_divisors.add(i)
    
    return sum(common_divisors)","module::left function_definition::left def sum_common_divisors parameters::left ( a , b ) parameters::right : block::left expression_statement::left assignment::left common_divisors = call::left set argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 1 , binary_operator::left call::left min argument_list::left ( a , b ) argument_list::right call::right + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if boolean_operator::left comparison_operator::left binary_operator::left a % i binary_operator::right == 0 comparison_operator::right and comparison_operator::left binary_operator::left b % i binary_operator::right == 0 comparison_operator::right boolean_operator::right : block::left expression_statement::left call::left attribute::left common_divisors . add attribute::right argument_list::left ( i ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return call::left sum argument_list::left ( common_divisors ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
502,"import math

def inscribe_largest_triangle(semicircle_radius):
    """"""
    Find the largest triangle that can be inscribed in a semicircle.

    Parameters:
    semicircle_radius (float): The radius of the semicircle.

    Returns:
    float: The maximum area of the inscribed triangle.

    """"""
    base = semicircle_radius
    height = semicircle_radius
    area = (base * height) / 2
    return area","module::left import_statement::left import dotted_name::left math dotted_name::right import_statement::right function_definition::left def inscribe_largest_triangle parameters::left ( semicircle_radius ) parameters::right : block::left expression_statement::left string::left """""" 
    Find the largest triangle that can be inscribed in a semicircle.

    Parameters:
    semicircle_radius (float): The radius of the semicircle.

    Returns:
    float: The maximum area of the inscribed triangle.

     """""" string::right expression_statement::right expression_statement::left assignment::left base = semicircle_radius assignment::right expression_statement::right expression_statement::left assignment::left height = semicircle_radius assignment::right expression_statement::right expression_statement::left assignment::left area = binary_operator::left parenthesized_expression::left ( binary_operator::left base * height binary_operator::right ) parenthesized_expression::right / 2 binary_operator::right assignment::right expression_statement::right return_statement::left return area return_statement::right block::right function_definition::right module::right",lm
503,"def count_occurrences(element, my_tuple):
    '''
    Count the occurrences of an element in a tuple.
    
    Parameters:
        element (object): The element to be counted.
        my_tuple (tuple): The tuple to search for occurrences.
        
    Returns:
        int: The number of occurrences of the element in the tuple.
    '''
    return my_tuple.count(element)","module::left function_definition::left def count_occurrences parameters::left ( element , my_tuple ) parameters::right : block::left expression_statement::left string::left ''' 
    Count the occurrences of an element in a tuple.
    
    Parameters:
        element (object): The element to be counted.
        my_tuple (tuple): The tuple to search for occurrences.
        
    Returns:
        int: The number of occurrences of the element in the tuple.
     ''' string::right expression_statement::right return_statement::left return call::left attribute::left my_tuple . count attribute::right argument_list::left ( element ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
504,"def is_Product_Even(arr,n): 
    for i in range(0,n): 
        if ((arr[i] & 1) == 0): 
            return True
    return False","module::left function_definition::left def is_Product_Even parameters::left ( arr , n ) parameters::right : block::left for_statement::left for i in call::left range argument_list::left ( 0 , n ) argument_list::right call::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left parenthesized_expression::left ( binary_operator::left subscript::left arr [ i ] subscript::right & 1 binary_operator::right ) parenthesized_expression::right == 0 comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return True return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return False return_statement::right block::right function_definition::right module::right",human
505,"def reverse_Array_Upto_K(input, k): 
  return (input[k-1::-1] + input[k:]) ","module::left function_definition::left def reverse_Array_Upto_K parameters::left ( input , k ) parameters::right : block::left return_statement::left return parenthesized_expression::left ( binary_operator::left subscript::left input [ slice::left binary_operator::left k - 1 binary_operator::right : : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right + subscript::left input [ slice::left k : slice::right ] subscript::right binary_operator::right ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
506,"def interchange_first_last(lst):
    lst[0], lst[-1] = lst[-1], lst[0]
    return lst","module::left function_definition::left def interchange_first_last parameters::left ( lst ) parameters::right : block::left expression_statement::left assignment::left pattern_list::left subscript::left lst [ 0 ] subscript::right , subscript::left lst [ unary_operator::left - 1 unary_operator::right ] subscript::right pattern_list::right = expression_list::left subscript::left lst [ unary_operator::left - 1 unary_operator::right ] subscript::right , subscript::left lst [ 0 ] subscript::right expression_list::right assignment::right expression_statement::right return_statement::left return lst return_statement::right block::right function_definition::right module::right",lm
