idx,code,new_code,ast,label
183,"def encrypt(s):
    result = """"
    for char in s:
        if char.isalpha():
            # Calculate the shift, considering both uppercase and lowercase characters
            shift = 4 if char.islower() else 4
            # Shift the character and append it to the result string
            result += chr((ord(char) - 97 + shift) % 26 + 97) if char.islower() else chr((ord(char) - 65 + shift) % 26 + 65)
        else:
            result += char
    return result","def encrypt(var_1):
    var_2 = """"
    for var_3 in var_1:
        if var_3.isalpha():
            # Calculate the shift, considering both uppercase and lowercase characters
            var_4 = 4 if var_3.islower() else 4
            # Shift the character and append it to the result string
            var_2 += chr((ord(var_3) - 97 + var_4) % 26 + 97) if var_3.islower() else chr((ord(var_3) - 65 + var_4) % 26 + 65)
        else:
            var_2 += var_3
    return var_2","module::left function_definition::left def encrypt parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = string::left "" "" string::right assignment::right expression_statement::right for_statement::left for var_3 in var_1 : block::left if_statement::left if call::left attribute::left var_3 . isalpha attribute::right argument_list::left ( ) argument_list::right call::right : # Calculate the shift, considering both uppercase and lowercase characters block::left expression_statement::left assignment::left var_4 = conditional_expression::left 4 if call::left attribute::left var_3 . islower attribute::right argument_list::left ( ) argument_list::right call::right else 4 conditional_expression::right assignment::right expression_statement::right # Shift the character and append it to the result string expression_statement::left augmented_assignment::left var_2 += conditional_expression::left call::left chr argument_list::left ( binary_operator::left binary_operator::left parenthesized_expression::left ( binary_operator::left binary_operator::left call::left ord argument_list::left ( var_3 ) argument_list::right call::right - 97 binary_operator::right + var_4 binary_operator::right ) parenthesized_expression::right % 26 binary_operator::right + 97 binary_operator::right ) argument_list::right call::right if call::left attribute::left var_3 . islower attribute::right argument_list::left ( ) argument_list::right call::right else call::left chr argument_list::left ( binary_operator::left binary_operator::left parenthesized_expression::left ( binary_operator::left binary_operator::left call::left ord argument_list::left ( var_3 ) argument_list::right call::right - 65 binary_operator::right + var_4 binary_operator::right ) parenthesized_expression::right % 26 binary_operator::right + 65 binary_operator::right ) argument_list::right call::right conditional_expression::right augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left var_2 += var_3 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",lm
184,"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    min_number = min(numbers)
    max_number = max(numbers)
    return [(x - min_number) / (max_number - min_number) for x in numbers]
","from typing import List


def rescale_to_unit(var_1: List[float]) -> List[float]:
    var_2 = min(var_1)
    var_3 = max(var_1)
    return [(x - var_2) / (var_3 - var_2) for x in var_1]
",module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def rescale_to_unit parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left float type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left float type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left assignment::left var_2 = call::left min argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = call::left max argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return list_comprehension::left [ binary_operator::left parenthesized_expression::left ( binary_operator::left x - var_2 binary_operator::right ) parenthesized_expression::right / parenthesized_expression::left ( binary_operator::left var_3 - var_2 binary_operator::right ) parenthesized_expression::right binary_operator::right for_in_clause::left for x in var_1 for_in_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right,human
185,"def order_by_points(nums):
    return sorted(nums, key=lambda x: (sum(map(int, str(abs(x)))), nums.index(x)))","def order_by_points(var_1):
    return sorted(var_1, key=lambda x: (sum(map(int, str(abs(x)))), var_1.index(x)))","module::left function_definition::left def order_by_points parameters::left ( var_1 ) parameters::right : block::left return_statement::left return call::left sorted argument_list::left ( var_1 , keyword_argument::left key = lambda::left lambda lambda_parameters::left x lambda_parameters::right : tuple::left ( call::left sum argument_list::left ( call::left map argument_list::left ( int , call::left str argument_list::left ( call::left abs argument_list::left ( x ) argument_list::right call::right ) argument_list::right call::right ) argument_list::right call::right ) argument_list::right call::right , call::left attribute::left var_1 . index attribute::right argument_list::left ( x ) argument_list::right call::right ) tuple::right lambda::right keyword_argument::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
186,"def flip_case(string: str) -> str:
    return string.swapcase()
","def flip_case(var_1: str) -> str:
    return var_1.swapcase()
",module::left function_definition::left def flip_case parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right ) parameters::right -> type::left str type::right : block::left return_statement::left return call::left attribute::left var_1 . swapcase attribute::right argument_list::left ( ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,human
187,"def greatest_common_divisor(a: int, b: int) -> int:
    while b:
        a, b = b, a % b
    return a
","def greatest_common_divisor(var_1: int, var_2: int) -> int:
    while var_2:
        var_1, var_2 = var_2, var_1 % var_2
    return var_1
","module::left function_definition::left def greatest_common_divisor parameters::left ( typed_parameter::left var_1 : type::left int type::right typed_parameter::right , typed_parameter::left var_2 : type::left int type::right typed_parameter::right ) parameters::right -> type::left int type::right : block::left while_statement::left while var_2 : block::left expression_statement::left assignment::left pattern_list::left var_1 , var_2 pattern_list::right = expression_list::left var_2 , binary_operator::left var_1 % var_2 binary_operator::right expression_list::right assignment::right expression_statement::right block::right while_statement::right return_statement::left return var_1 return_statement::right block::right function_definition::right module::right",human
188,"def triangle_area(a, b, c):
    if a + b <= c or a + c <= b or b + c <= a:
        return -1 
    s = (a + b + c)/2    
    area = (s * (s - a) * (s - b) * (s - c)) ** 0.5
    area = round(area, 2)
    return area
","def triangle_area(var_1, var_2, var_3):
    if var_1 + var_2 <= var_3 or var_1 + var_3 <= var_2 or var_2 + var_3 <= var_1:
        return -1 
    var_4 = (var_1 + var_2 + var_3)/2    
    var_5 = (var_4 * (var_4 - var_1) * (var_4 - var_2) * (var_4 - var_3)) ** 0.5
    var_5 = round(var_5, 2)
    return var_5
","module::left function_definition::left def triangle_area parameters::left ( var_1 , var_2 , var_3 ) parameters::right : block::left if_statement::left if boolean_operator::left boolean_operator::left comparison_operator::left binary_operator::left var_1 + var_2 binary_operator::right <= var_3 comparison_operator::right or comparison_operator::left binary_operator::left var_1 + var_3 binary_operator::right <= var_2 comparison_operator::right boolean_operator::right or comparison_operator::left binary_operator::left var_2 + var_3 binary_operator::right <= var_1 comparison_operator::right boolean_operator::right : block::left return_statement::left return unary_operator::left - 1 unary_operator::right return_statement::right block::right if_statement::right expression_statement::left assignment::left var_4 = binary_operator::left parenthesized_expression::left ( binary_operator::left binary_operator::left var_1 + var_2 binary_operator::right + var_3 binary_operator::right ) parenthesized_expression::right / 2 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left var_5 = binary_operator::left parenthesized_expression::left ( binary_operator::left binary_operator::left binary_operator::left var_4 * parenthesized_expression::left ( binary_operator::left var_4 - var_1 binary_operator::right ) parenthesized_expression::right binary_operator::right * parenthesized_expression::left ( binary_operator::left var_4 - var_2 binary_operator::right ) parenthesized_expression::right binary_operator::right * parenthesized_expression::left ( binary_operator::left var_4 - var_3 binary_operator::right ) parenthesized_expression::right binary_operator::right ) parenthesized_expression::right ** 0.5 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left var_5 = call::left round argument_list::left ( var_5 , 2 ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return var_5 return_statement::right block::right function_definition::right module::right",human
189,"def largest_smallest_integers(lst):
    smallest = list(filter(lambda x: x < 0, lst))
    largest = list(filter(lambda x: x > 0, lst))
    return (max(smallest) if smallest else None, min(largest) if largest else None)
","def largest_smallest_integers(var_1):
    var_2 = list(filter(lambda x: x < 0, var_1))
    var_3 = list(filter(lambda x: x > 0, var_1))
    return (max(var_2) if var_2 else None, min(var_3) if var_3 else None)
","module::left function_definition::left def largest_smallest_integers parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = call::left list argument_list::left ( call::left filter argument_list::left ( lambda::left lambda lambda_parameters::left x lambda_parameters::right : comparison_operator::left x < 0 comparison_operator::right lambda::right , var_1 ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = call::left list argument_list::left ( call::left filter argument_list::left ( lambda::left lambda lambda_parameters::left x lambda_parameters::right : comparison_operator::left x > 0 comparison_operator::right lambda::right , var_1 ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return tuple::left ( conditional_expression::left call::left max argument_list::left ( var_2 ) argument_list::right call::right if var_2 else None conditional_expression::right , conditional_expression::left call::left min argument_list::left ( var_3 ) argument_list::right call::right if var_3 else None conditional_expression::right ) tuple::right return_statement::right block::right function_definition::right module::right",human
190,"def decode_shift(s: str):
    return """".join([chr(((ord(ch) - 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])","def decode_shift(var_1: str):
    return """".join([chr(((ord(ch) - 5 - ord(""a"")) % 26) + ord(""a"")) for ch in var_1])","module::left function_definition::left def decode_shift parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right ) parameters::right : block::left return_statement::left return call::left attribute::left string::left "" "" string::right . join attribute::right argument_list::left ( list_comprehension::left [ call::left chr argument_list::left ( binary_operator::left parenthesized_expression::left ( binary_operator::left parenthesized_expression::left ( binary_operator::left binary_operator::left call::left ord argument_list::left ( ch ) argument_list::right call::right - 5 binary_operator::right - call::left ord argument_list::left ( string::left "" a "" string::right ) argument_list::right call::right binary_operator::right ) parenthesized_expression::right % 26 binary_operator::right ) parenthesized_expression::right + call::left ord argument_list::left ( string::left "" a "" string::right ) argument_list::right call::right binary_operator::right ) argument_list::right call::right for_in_clause::left for ch in var_1 for_in_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
191,"def below_threshold(l: list, t: int) -> bool:
    return all(x < t for x in l)","def below_threshold(var_1: list, var_2: int) -> bool:
    return all(x < var_2 for x in var_1)","module::left function_definition::left def below_threshold parameters::left ( typed_parameter::left var_1 : type::left list type::right typed_parameter::right , typed_parameter::left var_2 : type::left int type::right typed_parameter::right ) parameters::right -> type::left bool type::right : block::left return_statement::left return call::left all generator_expression::left ( comparison_operator::left x < var_2 comparison_operator::right for_in_clause::left for x in var_1 for_in_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right",lm
192,"def car_race_collision(n: int) -> int:
    return n","def car_race_collision(var_1: int) -> int:
    return var_1",module::left function_definition::left def car_race_collision parameters::left ( typed_parameter::left var_1 : type::left int type::right typed_parameter::right ) parameters::right -> type::left int type::right : block::left return_statement::left return var_1 return_statement::right block::right function_definition::right module::right,lm
193,"def decode_cyclic(s: str):
    groups = [s[(3 * i):min((3 * i + 3), len(s))] for i in range((len(s) + 2) // 3)]
    groups = [(group[-1] + group[:-1]) if len(group) == 3 else group for group in groups]
    return """".join(groups)","def decode_cyclic(var_1: str):
    var_2 = [var_1[(3 * i):min((3 * i + 3), len(var_1))] for i in range((len(var_1) + 2) // 3)]
    var_2 = [(group[-1] + group[:-1]) if len(group) == 3 else group for group in var_2]
    return """".join(var_2)","module::left function_definition::left def decode_cyclic parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right ) parameters::right : block::left expression_statement::left assignment::left var_2 = list_comprehension::left [ subscript::left var_1 [ slice::left parenthesized_expression::left ( binary_operator::left 3 * i binary_operator::right ) parenthesized_expression::right : call::left min argument_list::left ( parenthesized_expression::left ( binary_operator::left binary_operator::left 3 * i binary_operator::right + 3 binary_operator::right ) parenthesized_expression::right , call::left len argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right slice::right ] subscript::right for_in_clause::left for i in call::left range argument_list::left ( binary_operator::left parenthesized_expression::left ( binary_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right + 2 binary_operator::right ) parenthesized_expression::right // 3 binary_operator::right ) argument_list::right call::right for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right expression_statement::left assignment::left var_2 = list_comprehension::left [ conditional_expression::left parenthesized_expression::left ( binary_operator::left subscript::left group [ unary_operator::left - 1 unary_operator::right ] subscript::right + subscript::left group [ slice::left : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right binary_operator::right ) parenthesized_expression::right if comparison_operator::left call::left len argument_list::left ( group ) argument_list::right call::right == 3 comparison_operator::right else group conditional_expression::right for_in_clause::left for group in var_2 for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right return_statement::left return call::left attribute::left string::left "" "" string::right . join attribute::right argument_list::left ( var_2 ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
194,"def sum_to_n(n: int):
    return sum(range(n + 1))
","def sum_to_n(var_1: int):
    return sum(range(var_1 + 1))
",module::left function_definition::left def sum_to_n parameters::left ( typed_parameter::left var_1 : type::left int type::right typed_parameter::right ) parameters::right : block::left return_statement::left return call::left sum argument_list::left ( call::left range argument_list::left ( binary_operator::left var_1 + 1 binary_operator::right ) argument_list::right call::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,human
195,"def is_multiply_prime(a):
    def is_prime(n):
        for j in range(2,n):
            if n%j == 0:
                return False
        return True

    for i in range(2,101):
        if not is_prime(i): continue
        for j in range(2,101):
            if not is_prime(j): continue
            for k in range(2,101):
                if not is_prime(k): continue
                if i*j*k == a: return True
    return False
","def is_multiply_prime(var_1):
    def is_prime(var_2):
        for var_3 in range(2,var_2):
            if var_2%var_3 == 0:
                return False
        return True

    for var_4 in range(2,101):
        if not is_prime(var_4): continue
        for var_3 in range(2,101):
            if not is_prime(var_3): continue
            for var_5 in range(2,101):
                if not is_prime(var_5): continue
                if var_4*var_3*var_5 == var_1: return True
    return False
","module::left function_definition::left def is_multiply_prime parameters::left ( var_1 ) parameters::right : block::left function_definition::left def is_prime parameters::left ( var_2 ) parameters::right : block::left for_statement::left for var_3 in call::left range argument_list::left ( 2 , var_2 ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left var_2 % var_3 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right for_statement::left for var_4 in call::left range argument_list::left ( 2 , 101 ) argument_list::right call::right : block::left if_statement::left if not_operator::left not call::left is_prime argument_list::left ( var_4 ) argument_list::right call::right not_operator::right : block::left continue_statement::left continue continue_statement::right block::right if_statement::right for_statement::left for var_3 in call::left range argument_list::left ( 2 , 101 ) argument_list::right call::right : block::left if_statement::left if not_operator::left not call::left is_prime argument_list::left ( var_3 ) argument_list::right call::right not_operator::right : block::left continue_statement::left continue continue_statement::right block::right if_statement::right for_statement::left for var_5 in call::left range argument_list::left ( 2 , 101 ) argument_list::right call::right : block::left if_statement::left if not_operator::left not call::left is_prime argument_list::left ( var_5 ) argument_list::right call::right not_operator::right : block::left continue_statement::left continue continue_statement::right block::right if_statement::right if_statement::left if comparison_operator::left binary_operator::left binary_operator::left var_4 * var_3 binary_operator::right * var_5 binary_operator::right == var_1 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right block::right for_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return False return_statement::right block::right function_definition::right module::right",human
196,"def same_chars(s0: str, s1: str) -> bool:
    return set(s0) == set(s1)","def same_chars(var_1: str, var_2: str) -> bool:
    return set(var_1) == set(var_2)","module::left function_definition::left def same_chars parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right , typed_parameter::left var_2 : type::left str type::right typed_parameter::right ) parameters::right -> type::left bool type::right : block::left return_statement::left return comparison_operator::left call::left set argument_list::left ( var_1 ) argument_list::right call::right == call::left set argument_list::left ( var_2 ) argument_list::right call::right comparison_operator::right return_statement::right block::right function_definition::right module::right",lm
197,"def maximum(arr, k):
    return sorted(arr, reverse=True)[:k]","def maximum(var_1, var_2):
    return sorted(var_1, reverse=True)[:var_2]","module::left function_definition::left def maximum parameters::left ( var_1 , var_2 ) parameters::right : block::left return_statement::left return subscript::left call::left sorted argument_list::left ( var_1 , keyword_argument::left reverse = True keyword_argument::right ) argument_list::right call::right [ slice::left : var_2 slice::right ] subscript::right return_statement::right block::right function_definition::right module::right",lm
198,"def simplify(x, n):
    a, b = x.split(""/"")
    c, d = n.split(""/"")
    numerator = int(a) * int(c)
    denom = int(b) * int(d)
    if (numerator/denom == int(numerator/denom)):
        return True
    return False
","def simplify(var_1, var_2):
    var_3, var_4 = var_1.split(""/"")
    var_5, var_6 = var_2.split(""/"")
    var_7 = int(var_3) * int(var_5)
    var_8 = int(var_4) * int(var_6)
    if (var_7/var_8 == int(var_7/var_8)):
        return True
    return False
","module::left function_definition::left def simplify parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left pattern_list::left var_3 , var_4 pattern_list::right = call::left attribute::left var_1 . split attribute::right argument_list::left ( string::left "" / "" string::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left pattern_list::left var_5 , var_6 pattern_list::right = call::left attribute::left var_2 . split attribute::right argument_list::left ( string::left "" / "" string::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_7 = binary_operator::left call::left int argument_list::left ( var_3 ) argument_list::right call::right * call::left int argument_list::left ( var_5 ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left var_8 = binary_operator::left call::left int argument_list::left ( var_4 ) argument_list::right call::right * call::left int argument_list::left ( var_6 ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right if_statement::left if parenthesized_expression::left ( comparison_operator::left binary_operator::left var_7 / var_8 binary_operator::right == call::left int argument_list::left ( binary_operator::left var_7 / var_8 binary_operator::right ) argument_list::right call::right comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return True return_statement::right block::right if_statement::right return_statement::left return False return_statement::right block::right function_definition::right module::right",human
199,"def count_nums(arr):
    def digit_sum(n):
        return sum(int(d) for d in str(abs(n))) - 2*int(str(n)[0]) if str(n)[0] == '-' else sum(int(d) for d in str(n))
    
    return sum(1 for x in arr if digit_sum(x) > 0)","def count_nums(var_1):
    def digit_sum(var_2):
        return sum(int(d) for d in str(abs(var_2))) - 2*int(str(var_2)[0]) if str(var_2)[0] == '-' else sum(int(d) for d in str(var_2))
    
    return sum(1 for x in var_1 if digit_sum(x) > 0)",module::left function_definition::left def count_nums parameters::left ( var_1 ) parameters::right : block::left function_definition::left def digit_sum parameters::left ( var_2 ) parameters::right : block::left return_statement::left return conditional_expression::left binary_operator::left call::left sum generator_expression::left ( call::left int argument_list::left ( d ) argument_list::right call::right for_in_clause::left for d in call::left str argument_list::left ( call::left abs argument_list::left ( var_2 ) argument_list::right call::right ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right - binary_operator::left 2 * call::left int argument_list::left ( subscript::left call::left str argument_list::left ( var_2 ) argument_list::right call::right [ 0 ] subscript::right ) argument_list::right call::right binary_operator::right binary_operator::right if comparison_operator::left subscript::left call::left str argument_list::left ( var_2 ) argument_list::right call::right [ 0 ] subscript::right == string::left ' - ' string::right comparison_operator::right else call::left sum generator_expression::left ( call::left int argument_list::left ( d ) argument_list::right call::right for_in_clause::left for d in call::left str argument_list::left ( var_2 ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right conditional_expression::right return_statement::right block::right function_definition::right return_statement::left return call::left sum generator_expression::left ( 1 for_in_clause::left for x in var_1 for_in_clause::right if_clause::left if comparison_operator::left call::left digit_sum argument_list::left ( x ) argument_list::right call::right > 0 comparison_operator::right if_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right,lm
200,"from typing import List

def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    if not numbers:
        return []
    result = [numbers[0]]
    for number in numbers[1:]:
        result += [delimeter, number]
    return result","from typing import List

def intersperse(var_1: List[int], var_2: int) -> List[int]:
    if not var_1:
        return []
    var_3 = [var_1[0]]
    for var_4 in var_1[1:]:
        var_3 += [var_2, var_4]
    return var_3","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def intersperse parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right typed_parameter::right , typed_parameter::left var_2 : type::left int type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : block::left if_statement::left if not_operator::left not var_1 not_operator::right : block::left return_statement::left return list::left [ ] list::right return_statement::right block::right if_statement::right expression_statement::left assignment::left var_3 = list::left [ subscript::left var_1 [ 0 ] subscript::right ] list::right assignment::right expression_statement::right for_statement::left for var_4 in subscript::left var_1 [ slice::left 1 : slice::right ] subscript::right : block::left expression_statement::left augmented_assignment::left var_3 += list::left [ var_2 , var_4 ] list::right augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right",lm
201,"def find_max(words):
    max_unique = 0
    result = """"
    for word in words:
        unique_chars = len(set(word))
        if unique_chars > max_unique or (unique_chars == max_unique and word < result):
            max_unique = unique_chars
            result = word
    return result","def find_max(var_1):
    var_2 = 0
    var_3 = """"
    for var_4 in var_1:
        var_5 = len(set(var_4))
        if var_5 > var_2 or (var_5 == var_2 and var_4 < var_3):
            var_2 = var_5
            var_3 = var_4
    return var_3","module::left function_definition::left def find_max parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_3 = string::left "" "" string::right assignment::right expression_statement::right for_statement::left for var_4 in var_1 : block::left expression_statement::left assignment::left var_5 = call::left len argument_list::left ( call::left set argument_list::left ( var_4 ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if boolean_operator::left comparison_operator::left var_5 > var_2 comparison_operator::right or parenthesized_expression::left ( boolean_operator::left comparison_operator::left var_5 == var_2 comparison_operator::right and comparison_operator::left var_4 < var_3 comparison_operator::right boolean_operator::right ) parenthesized_expression::right boolean_operator::right : block::left expression_statement::left assignment::left var_2 = var_5 assignment::right expression_statement::right expression_statement::left assignment::left var_3 = var_4 assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right",lm
202,"def monotonic(l: list) -> bool:
    return all(l[i] <= l[i+1] for i in range(len(l)-1)) or all(l[i] >= l[i+1] for i in range(len(l)-1))","def monotonic(var_1: list) -> bool:
    return all(var_1[i] <= var_1[i+1] for i in range(len(var_1)-1)) or all(var_1[i] >= var_1[i+1] for i in range(len(var_1)-1))",module::left function_definition::left def monotonic parameters::left ( typed_parameter::left var_1 : type::left list type::right typed_parameter::right ) parameters::right -> type::left bool type::right : block::left return_statement::left return boolean_operator::left call::left all generator_expression::left ( comparison_operator::left subscript::left var_1 [ i ] subscript::right <= subscript::left var_1 [ binary_operator::left i + 1 binary_operator::right ] subscript::right comparison_operator::right for_in_clause::left for i in call::left range argument_list::left ( binary_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right - 1 binary_operator::right ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right or call::left all generator_expression::left ( comparison_operator::left subscript::left var_1 [ i ] subscript::right >= subscript::left var_1 [ binary_operator::left i + 1 binary_operator::right ] subscript::right comparison_operator::right for_in_clause::left for i in call::left range argument_list::left ( binary_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right - 1 binary_operator::right ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right boolean_operator::right return_statement::right block::right function_definition::right module::right,lm
203,"def is_bored(S):
    sentences = S.replace('?', '.').replace('!', '.').split('.')
    count = 0
    for sentence in sentences:
        words = sentence.strip().split()
        if len(words) > 0 and words[0] == ""I"":
            count += 1
    return count","def is_bored(var_1):
    var_2 = var_1.replace('?', '.').replace('!', '.').split('.')
    var_3 = 0
    for var_4 in var_2:
        var_5 = var_4.strip().split()
        if len(var_5) > 0 and var_5[0] == ""I"":
            var_3 += 1
    return var_3","module::left function_definition::left def is_bored parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = call::left attribute::left call::left attribute::left call::left attribute::left var_1 . replace attribute::right argument_list::left ( string::left ' ? ' string::right , string::left ' . ' string::right ) argument_list::right call::right . replace attribute::right argument_list::left ( string::left ' ! ' string::right , string::left ' . ' string::right ) argument_list::right call::right . split attribute::right argument_list::left ( string::left ' . ' string::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right for_statement::left for var_4 in var_2 : block::left expression_statement::left assignment::left var_5 = call::left attribute::left call::left attribute::left var_4 . strip attribute::right argument_list::left ( ) argument_list::right call::right . split attribute::right argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if boolean_operator::left comparison_operator::left call::left len argument_list::left ( var_5 ) argument_list::right call::right > 0 comparison_operator::right and comparison_operator::left subscript::left var_5 [ 0 ] subscript::right == string::left "" I "" string::right comparison_operator::right boolean_operator::right : block::left expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right",lm
204,"import math

def sum_squares(lst):
    return sum([math.ceil(x)**2 for x in lst])","import math

def sum_squares(var_1):
    return sum([math.ceil(x)**2 for x in var_1])",module::left import_statement::left import dotted_name::left math dotted_name::right import_statement::right function_definition::left def sum_squares parameters::left ( var_1 ) parameters::right : block::left return_statement::left return call::left sum argument_list::left ( list_comprehension::left [ binary_operator::left call::left attribute::left math . ceil attribute::right argument_list::left ( x ) argument_list::right call::right ** 2 binary_operator::right for_in_clause::left for x in var_1 for_in_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,lm
205,"def next_smallest(lst):
    lst = sorted(set(lst))
    return None if len(lst) < 2 else lst[1]
","def next_smallest(var_1):
    var_1 = sorted(set(var_1))
    return None if len(var_1) < 2 else var_1[1]
",module::left function_definition::left def next_smallest parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_1 = call::left sorted argument_list::left ( call::left set argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return conditional_expression::left None if comparison_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right < 2 comparison_operator::right else subscript::left var_1 [ 1 ] subscript::right conditional_expression::right return_statement::right block::right function_definition::right module::right,human
