model,fpr,tpr,threshold
starcoder2-7b,0.12,0.5333333333333333,0.7418
starcoder2-7b,0.1266666666666666,0.5333333333333333,0.7345
starcoder2-7b,0.1266666666666666,0.5466666666666666,0.6863
starcoder2-7b,0.1533333333333333,0.5466666666666666,0.6342
starcoder2-7b,0.1533333333333333,0.5533333333333333,0.6181
starcoder2-7b,0.1666666666666666,0.5533333333333333,0.5953
starcoder2-7b,0.1666666666666666,0.56,0.5912
starcoder2-7b,0.1733333333333333,0.56,0.5881
starcoder2-7b,0.1733333333333333,0.5666666666666667,0.5879
starcoder2-7b,0.18,0.5666666666666667,0.5842
starcoder2-7b,0.18,0.5733333333333334,0.5795
starcoder2-7b,0.1933333333333333,0.5733333333333334,0.563
starcoder2-7b,0.1933333333333333,0.58,0.5592
starcoder2-7b,0.22,0.58,0.524
starcoder2-7b,0.22,0.5866666666666667,0.5172
starcoder2-7b,0.2266666666666666,0.5866666666666667,0.4767
starcoder2-7b,0.2266666666666666,0.5933333333333334,0.4608
starcoder2-7b,0.2333333333333333,0.5933333333333334,0.4473
starcoder2-7b,0.2333333333333333,0.6133333333333333,0.4175
starcoder2-7b,0.24,0.6133333333333333,0.4167
starcoder2-7b,0.24,0.6333333333333333,0.2997
starcoder2-7b,0.2466666666666666,0.6333333333333333,0.2812
starcoder2-7b,0.2466666666666666,0.64,0.2303
starcoder2-7b,0.26,0.64,0.2282
starcoder2-7b,0.26,0.6466666666666666,0.2202
starcoder2-7b,0.3133333333333333,0.6466666666666666,0.11
starcoder2-7b,0.3133333333333333,0.66,0.0857
starcoder2-7b,0.32,0.66,0.0651
starcoder2-7b,0.32,0.6866666666666666,0.0352
starcoder2-7b,0.3266666666666666,0.6866666666666666,0.0249
starcoder2-7b,0.3266666666666666,0.6933333333333334,0.0166
starcoder2-7b,0.34,0.6933333333333334,-0.0062
starcoder2-7b,0.34,0.7066666666666667,-0.0288
starcoder2-7b,0.3466666666666667,0.7066666666666667,-0.03
starcoder2-7b,0.3466666666666667,0.7133333333333334,-0.0381
starcoder2-7b,0.36,0.7133333333333334,-0.0529
starcoder2-7b,0.36,0.72,-0.0575
starcoder2-7b,0.3666666666666666,0.72,-0.0594
starcoder2-7b,0.3666666666666666,0.7333333333333333,-0.1066
starcoder2-7b,0.3733333333333333,0.7333333333333333,-0.1087
starcoder2-7b,0.3733333333333333,0.7466666666666667,-0.1166
starcoder2-7b,0.38,0.7466666666666667,-0.1192
starcoder2-7b,0.38,0.7533333333333333,-0.1239
starcoder2-7b,0.3866666666666666,0.7533333333333333,-0.1281
starcoder2-7b,0.3866666666666666,0.82,-0.2363
starcoder2-7b,0.4,0.82,-0.2671
starcoder2-7b,0.4,0.8333333333333334,-0.3069
starcoder2-7b,0.4133333333333333,0.8333333333333334,-0.338
starcoder2-7b,0.4133333333333333,0.84,-0.3501
starcoder2-7b,0.4333333333333333,0.84,-0.3904
starcoder2-7b,0.4333333333333333,0.8466666666666667,-0.3982
starcoder2-7b,0.4466666666666666,0.8466666666666667,-0.4518
starcoder2-7b,0.4466666666666666,0.8533333333333334,-0.4663
starcoder2-7b,0.4533333333333333,0.8533333333333334,-0.514
starcoder2-7b,0.4533333333333333,0.86,-0.5174
starcoder2-7b,0.46,0.86,-0.5219
starcoder2-7b,0.46,0.8666666666666667,-0.5277
starcoder2-7b,0.4733333333333333,0.8666666666666667,-0.5527
starcoder2-7b,0.4733333333333333,0.88,-0.5904
starcoder2-7b,0.48,0.88,-0.5965
starcoder2-7b,0.48,0.9,-0.6599
starcoder2-7b,0.5066666666666667,0.9,-0.7053
starcoder2-7b,0.5066666666666667,0.9133333333333332,-0.7703
starcoder2-7b,0.5133333333333333,0.9133333333333332,-0.7709
starcoder2-7b,0.5133333333333333,0.92,-0.7791
starcoder2-7b,0.54,0.92,-0.8084
starcoder2-7b,0.54,0.9333333333333332,-0.85
starcoder2-7b,0.62,0.9333333333333332,-1.1424
starcoder2-7b,0.62,0.9466666666666668,-1.1791
starcoder2-7b,0.7066666666666667,0.9466666666666668,-1.3628
starcoder2-7b,0.7066666666666667,0.9533333333333334,-1.4281
starcoder2-7b,0.7333333333333333,0.9533333333333334,-1.5008
starcoder2-7b,0.7333333333333333,0.9666666666666668,-1.5184
starcoder2-7b,0.86,0.9666666666666668,-1.8722
starcoder2-7b,0.86,0.9733333333333334,-1.9649
starcoder2-7b,0.8666666666666667,0.9733333333333334,-2.03
starcoder2-7b,0.8666666666666667,0.98,-2.1455
starcoder2-7b,0.9,0.98,-2.3327
starcoder2-7b,0.9,0.9866666666666668,-2.3397
starcoder2-7b,0.94,0.9866666666666668,-2.5715
starcoder2-7b,0.94,1.0,-2.6352
starcoder2-7b,1.0,1.0,-4.2144
